Player,Run Value
Haseebullah Khan,910.850784
Sharjeel Khan,990.9150732
Kamran Ghulam,762.9762629000002
Tayyab Tahir,565.14911628
Imran Butt,454.23597933
Hussain Talat,606.5719799999999
Umar Amin,513.1749672000001
Ahmed Shehzad,341.34778236000005
Saim Ayub,558.6819
Sharoon Siraj,256.77911001
Adil Amin,431.97656486999995
Mohammad Faizan,260.62006464
Asad Shafiq,378.52799208
Danish Aziz,291.20184387000006
Mubasir Khan,248.1784734
Qasim Akram,202.5567
Abdul Wahid Bangalzai,201.8369262
Bismillah Khan,315.95844413
Omair Bin Yousuf,142.38514768000002
Saad Nasim,332.13117696
Mohammad Sarwar,252.875
Zain Abbas,154.320525
Haider Ali,131.99247902000002
Salman Ali Agha,368.67146316000003
Umar Akmal,170.21822006000002
Waqar Ahmed,125.46397964999998
Rizwan Hussain,186.95506228
Mohammad Haris,202.4112996
Sahibzada Farhan,113.12918739999999
Khushdil Shah,92.29985286
Usman Salahuddin,155.31749982
Mohammad Huraira,136.9111317
Rohail Nazir,82.366596
Amad Butt,164.85119999999998
Mohammad Shehzad,115.546375
Zeeshan Malik,98.379485
Junaid Ali,97.77534747
Mohammad Imran,66.5335979
Shan Masood,236.79808799999998
Mohammad Suleman,88.97537999999999
Zafar Gohar,72.37298796
Azam Khan,113.62212224999999
Abdullah Shafique,158.61173327999998
Mohammad Ikhlaq,76.6070082
Mohammad Junaid,94.4597825
Arafat Minhas,109.44449999999999
Asif Ali,65.97910816
Khurram Manzoor,65.64420344999999
Mohammad Saleem,111.8873331
Hassan Khan,62.24220249999999
Saad Khan,41.686141830000004
Fakhar Zaman,84.97562832000001
Aamer Azmat,64.74746003999999
Aamer Yamin,37.091798589999996
Abdul Faseeh,153.5126875
Aamer Jamal,29.211644
Waqar Hussain,79.46322637
Khalid Usman,29.024012000000006
Ali Waqas,56.05208497
Saif Badar,78.2766655
Nabi Gul,117.9136
Umair Masood,58.361653350000005
Imad Wasim,58.83678801
Mehran Mumtaz,32.9518684
Bilawal Bhatti,70.33223544
Mohammad Farooq,47.15503401
Taimur Khan,69.58526385
Irfan Khan Niazi,40.6337067
Sajid Khan,47.75966624000001
Israrullah,37.733850000000004
Kashif Bhatti,54.88903438
Ayaz Tasawwar,48.374137499999996
Samiullah,39.15151442
Anwar Ali,34.61060448
Abdul Samad,200.12056850000002
Mohammad Mohsin,191.68820000000002
Usama Mir,45.90187
Yasir Shah,20.943781299999998
Maaz Sadaqat,48.3590016
Iftikhar Ahmed,26.372748
Ali Nasir,50.84775
Sohail Khan,31.714417560000005
Salman Khan,32.8536
Sarfraz Ahmed,36.90164204999999
Mehran Ibrahim,36.128954400000005
Ali Shan,30.072525
Rehan Afridi,38.224742400000004
Nasir Nawaz,20.6681
Zain Khan,25.393269600000004
Awais Zafar,31.4226
Hassan Ali,42.639134999999996
Asif Afridi,11.372079880000001
Mohammad Faiq,24.54023
Haris Sohail,43.61190075
Ashfaq Ahmed,25.7301984
Rameez Aziz,27.215519999999998
Raza Ali Dar,10.268949999999998
Mohammad Saad,31.840375999999992
Musa Khan,18.766357799999998
Wahab Riaz,12.491385
Saifullah Bangash,14.85125
Ahmed Daniyal,25.6926625
Fahad Munir,13.544339999999998
Mir Hamza,12.05163577
Mohammad Taha,15.672245160000001
Ali Imran,12.021822
Faheem Ashraf,23.107689
Umar Siddiq,23.7925
Saeed Ali,18.05
Usman Qadir,10.050138
Raza-ul-Mustafa,75.099267
Faraz Ali,18.346192999999996
Ali Asfand,20.31015
Azaz Khan,15.2326125
Atiq-ur-Rehman,26.113049999999994
Usman Shinwari,18.0625
Sohaib Maqsood,11.92125
Obaid Shahid,18.4215825
Shahbaz Javed,11.1132
Muhammad Mohsin Khan,23.520000000000003
Umaid Asif,39.037949999999995
Khurram Shehzad,8.010346499999999
Zeeshan Ashraf,3.816461999999999
Mohammad Ilyas,7.162347499999999
Shahid Aziz,10.8121875
Mohammad Hasan,7.006989999999999
Sameen Gul,3.152334
Jahandad Khan,5.678408
Abdul Aziz,9.014147999999999
Abbas Afridi,5.191362
Habibullah,10.512789300000001
Abid Ali,4.5195264
Kamran Afzal,16.008961499999998
Umar Khan,4.72567
Mohsin Khan,6.63137698
Waseem Akram,6.503453
Shahzaib Khan,14.5493
Mohammad Ali,4.128666749999999
Niaz Khan,8.3391
Ali Sarfraz,12.780625
Mohammad Umair,3.2264649999999997
Mohammad Zeeshan,34.992000000000004
Abubakar Khan,7.289999999999999
Jahanzaib Sultan,6.6968856
Hashim Ibraheem,12.4059485
Nisar Afridi,9.552296
Asif Mehmood,5.25597075
Ibtasam-ul-Haq,5.967561
Hunain Shah,4.958125
Mohammad Wasim,18.432
Yasir Khan,4.2078263399999996
Moinuddin,6.05965266
Bilal Mehdi,7.247300000000001
Shamyl Hussain,5.8539140000000005
Zahid Mahmood,2.8436062499999997
Zaid Alam,5.619375000000001
Farhan Shafiq,3.2960249999999998
Awais Khan,3.2622750000000003
Ahmed Khan,14.196687999999998
Ibtisam Rehman,8.614494
Ahsan Ali,3.4732
Mohammad Arif,7.22
Aaqib Liaquat,3.585384
Shehzad Akhtar,8.0352
Akif Javed,1.9029150000000004
Imran Dogar,1.2414150000000002
Maaz Khan,4.6045923
Ghazi Ghouri,2.5028772999999993
Zia-ul-Haq,9.826
Gauhar Ali,2.2535369999999997
Azam Khan (2),3.63378026
Hasan Nawaz,5.03366974
Azeem Ghumman,7.985637
Hasan Rizwan,9.710613
Rehman Khan,8.54865
Mohammad Asghar,3.1488
Mohammad Shahid,2.6105565
Imran Rafiq,1.52653641
Mohammad Hasnain,7.44775
Shahnawaz Dhani,2.8125
Mohammad Nawaz,4.2151499999999995
Usman Khalid,7.499699999999999
Arshad Iqbal,0.5488000000000001
Mohammad Imran,0.45736600000000005
Yousuf Babar,4.298672000000001
Waqas Maqsood,6.779700000000001
Haseeb-ur-Rehman,5.1759
Aamer Khan,1.329523
Aqib Shah,1.34375
Abrar Ahmed,1.5023519999999997
Ashir Qureshi,3.7342079999999997
Ammad Alam,0.810428
Aun Abbas,3.4281719999999996
Shadab Khan,3.0869999999999997
Gulraiz Sadaf,0.9065490000000002
Saud Shakil,4.7
Salman Irshad,0.55205925
Zaman Khan,1.7147499999999998
Mohammad Umar,0.7445624999999999
Ihsanullah,0.6233025999999999
Adnan Akmal,3.8085499999999994
Ali Zaryab,2.015463
Aarish Ali,0.0
Asim Ali,1.815787
Mohammad Rameez,0.4816185
Rahat Ali,0.32
Faisal Akram,0.100256
Nizamuddin,2.048
Hasan Mohsin,1.466325
Arshadullah,0.0
Mohammad Azab,0.0
Imran Khan,1.143366
Jalat Khan,0.8575
Fahad Usman,1.8307769999999999
Ahmed Bashir,0.7848
Aftab Ibrahim,1.5696
Kashif Ali,0.31917599999999996
Mukhtar Ahmed,0.2551285
Ali Shafiq,0.316041
Shadab Majeed,0.0
Kashif Ali,0.5
Nauman Ali,0.17832499999999998
Zain-ul-Hasan,0.43329999999999996
Naseem Shah,0.661527
Moeez Ghani,0.081
Mohammad Nabeel,0.6074999999999999
Umar Abid,0.03286675
Athar Mahmood,0.048906
Arham Nawab,0.083325
Ameer Hamza,0.089175
Afaq Afridi,0.15625
Asif Ali,0.0
Zaid Bin Nadeem,0.20832499999999998
Ahmar Ashfaq,0.064
Saim Ayyaz,0.10667200000000002
Aaliyan Mehmood,0.0095985
Mohammad Ismail,0.027
Mohammad Mohsin,0.02
Awais Anwar,0.0
Asadullah,0.02
Haris Ali Shah,0.0
Ali Raza,0.011399999999999999
Naqeebullah,0.002666
Hassan Abid,0.005699999999999999
Azan Tariq,0.02
Mohammad Saleem,0.008
Nisar Ahmad,0.0
Tahir Hussain,0.00017500000000000003
Hasnain Majid,0.00125
Ghulam Mudassar,0.003333
Mohammad Sadaqat,0.002
Shoaib Akram,0.000833
Sudais Ulfat,0.0
Shehzad Ahmed,0.0
Irfanullah Shah,0.0
Awais Ali,0.0
Taj Wali,0.0
Ali Majid,0.0
Nasir Khan,0.0
Sajjad Ali,0.0
Arfan Liaqat,0.0
Sirajuddin,0.0
Najeebullah,0.0
Saqib Jamil,0.0
Umair Daniyal,0.0
Mohammad Usman,0.0
Mujtaba Khan,0.0
Shoaib Aamir,0.0
Shoaib Akhtar,0.0
Adeel Meo,0.0
Uzair Mumtaz,0.0
Ali Usman,0.0
Ubaid Shah,0.0
Abdul Wahid,0.0
Israr Hussain,0.0
