Player ID,Player Name,Tournament,Match ID,Innings Number,Team Standing,Opposition Standing,Total Runs Of Own Team,Total Wickets Lost By Own Team,Total Balls Played By Own Team,Total Runs Of Opposition Team,Total Wickets Lost By Opposition Team,Total Balls Played By Opposition Team,Runs Made,Balls Consumed,Batting Position,Dismissed,Special Batting Talent,Balls Bowled,Runs Given,Wickets Taken,Maidens Bowled,Batters Dismissed,Special Bowling Talent
173,Hasan Ali,National T-20 2024,16,2,1,3,110,3,88,107,10,109,,,,,,24,16,3,0,"3,6,9",
173,Hasan Ali,National T-20 2024,27,2,1,4,143,2,97,137,6,122,,,,,,24,39,3,0,"2,5,6",
173,Hasan Ali,National T-20 2024,36,2,2,1,151,10,115,184,10,127,25,10,8,yes,,24,42,4,0,"6,7,8,11",
174,Ayaz Tasawar WAPDA,National T-20 2024,12,2,1,2,148,7,122,147,8,127,,,,,,,,,,,
174,Ayaz Tasawar WAPDA,National T-20 2024,16,2,1,3,110,3,88,107,10,109,,,,,,,,,,,
174,Ayaz Tasawar WAPDA,National T-20 2024,27,2,1,4,143,2,97,137,6,122,,,,,,,,,,,
174,Ayaz Tasawar WAPDA,National T-20 2024,36,2,2,1,151,10,115,184,10,127,7,10,4,Caught,,,,,,,
175,Abdul Subhan,National T-20 2024,12,2,1,2,148,7,122,147,8,127,,,,,,,,,,,
175,Abdul Subhan,National T-20 2024,16,2,1,3,110,3,88,107,10,109,,,,,,,,,,,
175,Abdul Subhan,National T-20 2024,27,2,1,4,143,2,97,137,6,122,,,,,,12,30,,,,
175,Abdul Subhan,National T-20 2024,36,2,2,1,151,10,115,184,10,127,,,,,,12,19,,,,
176,Mohsin Riaz Ghani Glass,National T-20 2024,12,2,1,2,148,7,122,147,8,127,,,,,,,,,,,
176,Mohsin Riaz Ghani Glass,National T-20 2024,16,2,1,3,110,3,88,107,10,109,19,15,5,Not out,,,,,,,
176,Mohsin Riaz Ghani Glass,National T-20 2024,27,2,1,4,143,2,97,137,6,122,25,12,4,Not out,,,,,,,
176,Mohsin Riaz Ghani Glass,National T-20 2024,36,2,2,1,151,10,115,184,10,127,1,5,3,Caught,,,,,,,
177,Ahsan Hafeez Bhatti,National T-20 2024,12,2,1,2,148,7,122,147,8,127,9,5,5,yes,,18,25,0,0,0,
177,Ahsan Hafeez Bhatti,National T-20 2024,16,2,1,3,110,3,88,107,10,109,,,,,,24,18,2,0,"2,8",
177,Ahsan Hafeez Bhatti,National T-20 2024,27,2,1,4,143,2,97,137,6,122,,,,,,6,5,0,0,0,
177,Ahsan Hafeez Bhatti,National T-20 2024,36,2,2,1,151,10,115,184,10,127,1,3,7,yes,,12,19,1,0,1,
178,Afzal Manzoor,National T-20 2024,12,2,1,2,148,7,122,147,8,127,6,4,9,Not out,,,,,,,
178,Afzal Manzoor,National T-20 2024,16,2,1,3,110,3,88,107,10,109,,,,,,,,,,,
178,Afzal Manzoor,National T-20 2024,27,2,1,4,143,2,97,137,6,122,,,,,,,,,,,
178,Afzal Manzoor,National T-20 2024,36,2,2,1,151,10,115,184,10,127,10,10,5,LBW,,,,,,,
187,Mohammad Raza-ul-Mustafa,National T-20 2024,5,1,3,1,104,10,117,105,3,85,,,,,,,,,,,
187,Mohammad Raza-ul-Mustafa,National T-20 2024,15,2,3,2,183,10,119,207,3,132,12,7,8,Caught,,,,,,,
187,Mohammad Raza-ul-Mustafa,National T-20 2024,24,1,3,4,218,3,129,127,10,106,,,,,,,,,,,
188,Mohammad Nabeel,National T-20 2024,5,1,3,1,104,10,117,105,3,85,1,4,11,Caught,,12,21,,,,
188,Mohammad Nabeel,National T-20 2024,15,2,3,2,183,10,119,207,3,132,,,,,,,,,,,
188,Mohammad Nabeel,National T-20 2024,24,1,3,4,218,3,129,127,10,106,,,,,,14,17,1,,2,
197,Mohammad Faizan,National T-20 2024,5,1,3,1,104,10,117,105,3,85,7,9,9,Caught,,13,16,1,,2,
197,Mohammad Faizan,National T-20 2024,15,2,3,2,183,10,119,207,3,132,2,3,10,Not out,,27,38,1,,4,
197,Mohammad Faizan,National T-20 2024,24,1,3,4,218,3,129,127,10,106,,,,,,,,,,,
198,Ali Majid,National T-20 2024,11,1,2,1,147,8,127,148,7,125,0,1,10,Not out,,20,24,0,0,0,
198,Ali Majid,National T-20 2024,14,2,2,4,168,5,111,164,8,130,,,,,,19,25,0,0,0,
198,Ali Majid,National T-20 2024,25,1,2,3,167,7,125,93,10,106,,,,,,24,16,2,0,"1,2",
198,Ali Majid,National T-20 2024,34,1,2,1,155,9,122,148,8,126,2,5,10,Not out,,25,19,1,1,1,
198,Ali Majid,National T-20 2024,38,2,2,2,161,7,124,166,4,124,,,,,,24,22,1,0,1,
199,Hamayun Altaf,National T-20 2024,11,1,2,1,147,8,127,148,7,125,,,,,,,,,,,
199,Hamayun Altaf,National T-20 2024,14,2,2,4,168,5,111,164,8,130,,,,,,,,,,,
199,Hamayun Altaf,National T-20 2024,25,1,2,3,167,7,125,93,10,106,3,4,8,Run out,,,,,,,
199,Hamayun Altaf,National T-20 2024,34,1,2,1,155,9,122,148,8,126,17,16,7,Caught,,,,,,,
199,Hamayun Altaf,National T-20 2024,38,2,2,2,161,7,124,166,4,124,0,1,8,LBW,,,,,,,
201,Uzair Mumtaz,National T-20 2024,11,1,2,1,147,8,127,148,7,125,0,3,3,LBW,,,,,,,
201,Uzair Mumtaz,National T-20 2024,14,2,2,4,168,5,111,164,8,130,3,4,4,Run out,,6,15,0,0,0,
201,Uzair Mumtaz,National T-20 2024,25,1,2,3,167,7,125,93,10,106,15,16,3,Caught,,,,,,,
201,Uzair Mumtaz,National T-20 2024,34,1,2,1,155,9,122,148,8,126,3,8,3,Run out,,,,,,,
201,Uzair Mumtaz,National T-20 2024,38,2,2,2,161,7,124,166,4,124,,,,,,,,,,,
203,Batting in,National T-20 2024,11,1,2,1,147,8,127,148,7,125,,,,,,,,,,,
203,Batting in,National T-20 2024,14,2,2,4,168,5,111,164,8,130,,,,,,,,,,,
203,Batting in,National T-20 2024,25,1,2,3,167,7,125,93,10,106,,,,,,,,,,,
203,Batting in,National T-20 2024,34,1,2,1,155,9,122,148,8,126,,,,,,,,,,,
203,Batting in,National T-20 2024,38,2,2,2,161,7,124,166,4,124,10,12,3,yes,,,,,,,
204,Waseem Akram Jnr HEC,National T-20 2024,11,1,2,1,147,8,127,148,7,125,27,17,7,Run out,,23,19,1,,2,
204,Waseem Akram Jnr HEC,National T-20 2024,14,2,2,4,168,5,111,164,8,130,,,,,,8,15,0,0,0,
204,Waseem Akram Jnr HEC,National T-20 2024,25,1,2,3,167,7,125,93,10,106,18,12,7,Not out,,13,15,1,,4,
204,Waseem Akram Jnr HEC,National T-20 2024,34,1,2,1,155,9,122,148,8,126,0,1,8,Caught,,7,2,1,,2,
204,Waseem Akram Jnr HEC,National T-20 2024,38,2,2,2,161,7,124,166,4,124,42,18,6,Not Out,,27,39,1,,4,
205,Muhammad Ismail,National T-20 2024,11,1,2,1,147,8,127,148,7,125,0,1,8,Caught,,24,22,4,0,"1,5,7,8",
205,Muhammad Ismail,National T-20 2024,14,2,2,4,168,5,111,164,8,130,,,,,,19,23,3,0,"1,7,8",
205,Muhammad Ismail,National T-20 2024,25,1,2,3,167,7,125,93,10,106,,,,,,12,17,0,0,0,
205,Muhammad Ismail,National T-20 2024,34,1,2,1,155,9,122,148,8,126,1,2,11,Not out,,25,34,3,0,"3,6,7",
205,Muhammad Ismail,National T-20 2024,38,2,2,2,161,7,124,166,4,124,,,,,,25,45,1,0,3,
208,Ghulam Raza,National T-20 2024,1,1,5,3,141,7,127,142,0,84,20,15,5,Caught,,,,,,,
208,Ghulam Raza,National T-20 2024,2,2,5,1,81,10,107,215,4,120,9,20,7,Bowled,,,,,,,
208,Ghulam Raza,National T-20 2024,3,2,5,4,114,7,120,129,7,120,6,9,5,Caught,,,,,,,
208,Ghulam Raza,National T-20 2024,4,1,5,2,131,9,120,132,3,79,19,25,6,Bowled,,,,,,,
209,Shahzaib Ali,National T-20 2024,1,1,5,3,141,7,127,142,0,84,11,20,4,Bowled,,,,,,,
209,Shahzaib Ali,National T-20 2024,2,2,5,1,81,10,107,215,4,120,,,,,,,,,,,
209,Shahzaib Ali,National T-20 2024,3,2,5,4,114,7,120,129,7,120,,,,,,,,,,,
209,Shahzaib Ali,National T-20 2024,4,1,5,2,131,9,120,132,3,79,4,2,3,Bowled,,,,,,,
210,Sarfraz Ali,National T-20 2024,1,1,5,3,141,7,127,142,0,84,,,,,,,,,,,
210,Sarfraz Ali,National T-20 2024,2,2,5,1,81,10,107,215,4,120,,,,,,,,,,,
210,Sarfraz Ali,National T-20 2024,3,2,5,4,114,7,120,129,7,120,1,9,4,LBW,,,,,,,
210,Sarfraz Ali,National T-20 2024,4,1,5,2,131,9,120,132,3,79,,,,,,,,,,,
211,Aamir Ali,National T-20 2024,1,1,5,3,141,7,127,142,0,84,,,,,,,,,,,
211,Aamir Ali,National T-20 2024,2,2,5,1,81,10,107,215,4,120,,,,,,,,,,,
211,Aamir Ali,National T-20 2024,3,2,5,4,114,7,120,129,7,120,,,,,,24,28,1,0,5,
211,Aamir Ali,National T-20 2024,4,1,5,2,131,9,120,132,3,79,,,,,,,,,,,
212,Mohsin Raza,National T-20 2024,1,1,5,3,141,7,127,142,0,84,,,,,,,,,,,
212,Mohsin Raza,National T-20 2024,2,2,5,1,81,10,107,215,4,120,3,5,5,Caught,,,,,,,
212,Mohsin Raza,National T-20 2024,3,2,5,4,114,7,120,129,7,120,20,15,8,Not Out,,,,,,,
212,Mohsin Raza,National T-20 2024,4,1,5,2,131,9,120,132,3,79,29,35,5,Bowled,,,,,,,
213,Sabit Ali,National T-20 2024,1,1,5,3,141,7,127,142,0,84,30,22,3,Caught,N/a,N/a,0,0,0,N/a,
213,Sabit Ali,National T-20 2024,2,2,5,1,81,10,107,215,4,120,0,7,3,Caught,N/a,N/a,0,0,0,N/a,
213,Sabit Ali,National T-20 2024,3,2,5,4,114,7,120,129,7,120,28,30,3,Run out,N/a,N/a,0,0,0,N/a,
213,Sabit Ali,National T-20 2024,4,1,5,2,131,9,120,132,3,79,4,5,2,Caught,N/a,N/a,0,0,0,N/a,
214,Umar Khalid,National T-20 2024,1,1,5,3,141,7,127,142,0,85,,,,,,,,,,,
214,Umar Khalid,National T-20 2024,2,2,5,1,81,10,107,215,4,120,12,9,1,Caught,,,,,,,
214,Umar Khalid,National T-20 2024,3,2,5,4,114,7,120,129,7,120,9,14,1,Caught,,,,,,,
214,Umar Khalid,National T-20 2024,4,1,5,2,131,9,120,132,3,79,7,5,1,Caught,,,,,,,
215,Imtiaz Legari,National T-20 2024,1,1,5,3,141,7,127,142,0,84,4,9,7,Caught,,6,0,0,11,0,
215,Imtiaz Legari,National T-20 2024,2,2,5,1,81,10,107,215,4,120,0,4,8,Caught,,24,0,1,"3,7",4,
215,Imtiaz Legari,National T-20 2024,3,2,5,4,114,7,120,129,7,120,,,,,,,,,,,
215,Imtiaz Legari,National T-20 2024,4,1,5,2,131,9,120,132,3,79,16,10,8,Caught,,12,0,0,"1,5",0,
216,Batting in,National T-20 2024,1,1,5,3,141,7,127,142,0,84,14,12,9,Not out,,24,0,0,"3,3",0,
216,Batting in,National T-20 2024,2,2,5,1,81,10,107,215,4,120,19,18,10,Caught,,24,2,0,2,"1,5",
216,Batting in,National T-20 2024,3,2,5,4,114,7,120,129,7,120,20,18,7,Bowled,,24,0,0,0,"3,8",
216,Batting in,National T-20 2024,4,1,5,2,131,9,120,132,3,79,,,,,,,,,,,
217,Shahzaib Aziz,National T-20 2024,1,1,5,3,141,7,127,142,0,84,20,13,6,Caught,,,,,,,
217,Shahzaib Aziz,National T-20 2024,2,2,5,1,81,10,107,215,4,120,6,13,6,Caught,,24,0,0,0,"3,3",
217,Shahzaib Aziz,National T-20 2024,3,2,5,4,114,7,120,129,7,120,10,14,6,Caught,,24,3,1,0,"1,8",
217,Shahzaib Aziz,National T-20 2024,4,1,5,2,131,9,120,132,3,79,2,8,7,Caught,,6,0,0,0,10,
218,Bilal Irshad,National T-20 2024,1,1,5,3,141,7,127,142,0,84,15,12,2,LBW,,,,,,,
218,Bilal Irshad,National T-20 2024,2,2,5,1,81,10,107,215,4,120,0,2,4,Hit Wicket,,,,,,,
218,Bilal Irshad,National T-20 2024,3,2,5,4,114,7,120,129,7,120,,,,,,,,,,,
218,Bilal Irshad,National T-20 2024,4,1,5,2,131,9,120,132,3,79,11,13,4,Caught,,,,,,,
219,Mohammad Aqeel,National T-20 2024,1,1,5,3,141,7,127,142,0,84,4,4,1,Bowled,,18,0,0,0,"2,3",
219,Mohammad Aqeel,National T-20 2024,2,2,5,1,81,10,107,215,4,120,1,4,2,Caught,,6,0,0,0,"1,8",
219,Mohammad Aqeel,National T-20 2024,3,2,5,4,114,7,120,129,7,120,8,10,2,Caught,,,,,,,
219,Mohammad Aqeel,National T-20 2024,4,1,5,2,131,9,120,132,3,79,,,,,,,,,,,
227,MOHAMMAD UZAIR,National T-20 2024,2,2,5,4,34,6,42,95,3,42,11,11,2,YES,,,,,,,
227,MOHAMMAD UZAIR,National T-20 2024,22,1,5,2,100,8,120,102,2,84,8,21,2,YES,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
228,ABID ali,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
229,NASIR KHAN,National T-20 2024,2,2,5,4,34,6,42,95,3,42,3,8,4,YES,,12,19,1,0,2,
229,NASIR KHAN,National T-20 2024,6,1,5,1,132,7,120,135,4,105,15,19,2,YES,,12,18,0,0,0,
229,NASIR KHAN,National T-20 2024,14,2,5,3,116,6,120,184,7,120,8,15,2,YES,,24,28,0,0,0,
229,NASIR KHAN,National T-20 2024,22,1,5,2,100,8,120,102,2,84,5,13,6,YES,,6,8,0,0,0,
230,MOHAMMAD DEEN,National T-20 2024,2,2,5,4,34,6,42,95,3,42,,,,,,,,,,,
230,MOHAMMAD DEEN,National T-20 2024,6,1,5,1,132,7,120,135,4,105,1,3,3,YES,,,,,,,
230,MOHAMMAD DEEN,National T-20 2024,14,2,5,3,116,6,120,184,7,120,2,6,3,YES,,,,,,,
230,MOHAMMAD DEEN,National T-20 2024,22,1,5,2,100,8,120,102,2,84,,,,,,,,,,,
231,AQIB JUNAID,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
231,AQIB JUNAID,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
231,AQIB JUNAID,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
231,AQIB JUNAID,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
231,AQIB JUNAID,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
231,AQIB JUNAID,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
231,AQIB JUNAID,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
231,AQIB JUNAID,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
231,AQIB JUNAID,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
231,AQIB JUNAID,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
232,MOHAMMAD SHAHID,National T-20 2024,2,2,5,4,34,6,42,95,3,42,8,9,8,NO,,6,11,0,0,0,
232,MOHAMMAD SHAHID,National T-20 2024,6,1,5,1,132,7,120,135,4,105,1,2,8,YES,,18,34,1,0,2,
232,MOHAMMAD SHAHID,National T-20 2024,14,2,5,3,116,6,120,184,7,120,32,23,8,NO,,18,37,0,0,0,
232,MOHAMMAD SHAHID,National T-20 2024,22,1,5,2,100,8,120,102,2,84,0,3,7,YES,,6,15,0,0,0,
233,SHOAIB AHMED,National T-20 2024,2,2,5,4,34,6,42,95,3,42,4,5,5,YES,,,,,,,
233,SHOAIB AHMED,National T-20 2024,6,1,5,1,132,7,120,135,4,105,7,4,7,NO,,,,,,,
233,SHOAIB AHMED,National T-20 2024,14,2,5,3,116,6,120,184,7,120,30,23,6,NO,,,,,,,
233,SHOAIB AHMED,National T-20 2024,22,1,5,2,100,8,120,102,2,84,5,10,4,YES,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
234,ABU HURAIRA,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
235,SAJJAD ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
236,SALEEM MAL,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
236,SALEEM MAL,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
236,SALEEM MAL,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
236,SALEEM MAL,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
236,SALEEM MAL,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
236,SALEEM MAL,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
236,SALEEM MAL,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
236,SALEEM MAL,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
236,SALEEM MAL,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
236,SALEEM MAL,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
237,SHAHBAZ ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
237,SHAHBAZ ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
237,SHAHBAZ ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
237,SHAHBAZ ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
237,SHAHBAZ ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
237,SHAHBAZ ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
237,SHAHBAZ ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
237,SHAHBAZ ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
237,SHAHBAZ ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
237,SHAHBAZ ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
238,FAHAD HUSSAIN,National T-20 2024,2,2,5,4,34,6,42,95,3,42,5,3,7,NO,,12,18,1,0,3,
238,FAHAD HUSSAIN,National T-20 2024,6,1,5,1,132,7,120,135,4,105,17,13,6,NO,,12,16,0,0,0,
238,FAHAD HUSSAIN,National T-20 2024,14,2,5,3,116,6,120,184,7,120,4,4,7,YES,,24,18,1,0,2,
238,FAHAD HUSSAIN,National T-20 2024,22,1,5,2,100,8,120,102,2,84,36,23,8,NO,,24,10,1,0,3,
239,IMRAN KHAN SNR,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
239,IMRAN KHAN SNR,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
239,IMRAN KHAN SNR,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
239,IMRAN KHAN SNR,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
239,IMRAN KHAN SNR,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
239,IMRAN KHAN SNR,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
239,IMRAN KHAN SNR,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
239,IMRAN KHAN SNR,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
239,IMRAN KHAN SNR,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
239,IMRAN KHAN SNR,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
240,ARBAZ KHAN,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
240,ARBAZ KHAN,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
240,ARBAZ KHAN,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
240,ARBAZ KHAN,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
240,ARBAZ KHAN,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
240,ARBAZ KHAN,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
240,ARBAZ KHAN,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
240,ARBAZ KHAN,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
240,ARBAZ KHAN,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
240,ARBAZ KHAN,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
241,AFTAB AHMED,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
241,AFTAB AHMED,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
241,AFTAB AHMED,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
241,AFTAB AHMED,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
241,AFTAB AHMED,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
241,AFTAB AHMED,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
241,AFTAB AHMED,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
241,AFTAB AHMED,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
241,AFTAB AHMED,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
241,AFTAB AHMED,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
242,MAJID ALI,National T-20 2024,2,2,5,4,34,6,42,95,3,42,,,,,,,,,,,
242,MAJID ALI,National T-20 2024,6,1,5,1,132,7,120,135,4,105,,,,,,,,,,,
242,MAJID ALI,National T-20 2024,14,2,5,3,116,6,120,184,7,120,14,23,5,YES,,,,,,,
242,MAJID ALI,National T-20 2024,22,1,5,2,100,8,120,102,2,84,0,0,5,YES,,,,,,,
243,TARIQ JAMEEL,National T-20 2024,2,2,5,4,34,6,42,95,3,42,,,,,,6,20,0,0,0,
243,TARIQ JAMEEL,National T-20 2024,6,1,5,1,132,7,120,135,4,105,,,,,,,,,,,
243,TARIQ JAMEEL,National T-20 2024,14,2,5,3,116,6,120,184,7,120,,,,,,18,32,4,0,"1,3,6,8",
243,TARIQ JAMEEL,National T-20 2024,22,1,5,2,100,8,120,102,2,84,13,19,9,YES,,12,22,0,0,0,
244,RASOOL BAKASH,National T-20 2024,2,2,5,4,34,6,42,95,3,42,,,,,,,,,,,
244,RASOOL BAKASH,National T-20 2024,6,1,5,1,132,7,120,135,4,105,5,4,9,NO,,24,22,2,0,"1,3",
244,RASOOL BAKASH,National T-20 2024,14,2,5,3,116,6,120,184,7,120,,,,,,12,18,1,0,4,
244,RASOOL BAKASH,National T-20 2024,22,1,5,2,100,8,120,102,2,84,4,3,10,NO,,12,17,0,0,,
245,MOHAMMAD FARHAD,National T-20 2024,14,2,5,3,116,6,120,184,7,120,,,,,,15,28,0,0,0,
246,ZAHOOR AHMED,National T-20 2024,2,2,5,4,34,6,42,95,3,42,,,,,,6,20,1,0,4,
246,ZAHOOR AHMED,National T-20 2024,6,1,5,1,132,7,120,135,4,105,,,,,,,,,,,
246,ZAHOOR AHMED,National T-20 2024,14,2,5,3,116,6,120,184,7,120,,,,,,24,50,1,0,4,
246,ZAHOOR AHMED,National T-20 2024,22,1,5,2,100,8,120,102,2,84,,,,,,,,,,,
247,YASIR HUSSAIN,National T-20 2024,2,2,5,4,34,6,42,95,3,42,,,,,,,,,,,
247,YASIR HUSSAIN,National T-20 2024,6,1,5,1,132,7,120,135,4,105,,,,,,24,16,1,0,4,
247,YASIR HUSSAIN,National T-20 2024,14,2,5,3,116,6,120,184,7,120,,,,,,,,,,,
247,YASIR HUSSAIN,National T-20 2024,22,1,5,2,100,8,120,102,2,84,,,,,,24,27,1,0,2,
248,TAIMOOR ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
248,TAIMOOR ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
248,TAIMOOR ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
248,TAIMOOR ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
248,TAIMOOR ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
248,TAIMOOR ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
248,TAIMOOR ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
248,TAIMOOR ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
248,TAIMOOR ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
248,TAIMOOR ALI,National T-20 2024,,,,,,,,,,,,,,,,,,,,,
249,DAWOOD KHAN,National T-20 2024,2,2,5,4,34,6,42,95,3,42,0,3,3,YES,,,,,,,
