Player ID,Player Name,Tournament,Match ID,Innings Number,Team Standing,Opposition Standing,Total Runs Of Own Team,Total Wickets Lost By Own Team,Total Balls Played By Own Team,Total Runs Of Opposition Team,Total Wickets Lost By Opposition Team,Total Balls Played By Opposition Team,Runs Made,Balls Consumed,Batting Position,Dismissed,Special Batting Talent,Balls Bowled,Runs Given,Wickets Taken,Maidens Bowled,Batters Dismissed,Special Bowling Talent
64,Waqar Ahmed,National T-20 2025,39,1,In Round 2,In Round 1,110,9,120,111,1,96,9,6,Opner,yes,NO,,,,,,
64,Waqar Ahmed,Champions T20 cup 2024,15,1,5,2,139,8,120,140,2,85,55,47,3,yes,No,,,,,,No
64,Waqar Ahmed,Champions T20 cup 2024,18,1,5,3,71,10,96,72,3,54,16,16,Opner,yes,No,,,,,,No
64,Waqar Ahmed,Champions T20 cup 2024,20,1,5,1,131,10,120,133,4,84,0,1,3,yes,No,,,,,,No
65,Salman Khan Champions,Champions T20 cup 2024,3,1,5,4,160,8,120,161,2,96,7,5,3,yes,No,,,,,0,
65,Salman Khan Champions,Champions T20 cup 2024,15,1,5,2,139,8,120,140,2,85,13,13,4,yes,No,,,,,0,
65,Salman Khan Champions,Champions T20 cup 2024,18,1,5,3,71,10,96,72,3,54,9,12,3,yes,No,,,,,0,
66,Tayyab Arif Champions,Champions T20 cup 2024,20,1,5,1,131,10,120,133,4,84,3,9,4,yes,No,,,,,,No
67,M Riazullah 67,Champions T20 cup 2024,18,1,5,3,71,10,96,72,3,54,7,10,4,yes,No,,,,,,No
68,Shahbaz Javed,Champions T20 cup 2024,20,1,5,1,131,10,120,133,4,84,16,16,6,yes,,,,,,0,
69,Ghazi Ghori,National T-20 2025,4,2,3,5,142,0,84,141,7,120,,,,,,,,,,,
69,Ghazi Ghori,National T-20 2025,10,2,3,4,140,3,100,138,9,120,5,12,3,yes,No,,,,,,No
69,Ghazi Ghori,National T-20 2025,23,1,3,2,183,3,120,167,9,120,17,18,3,yes,No,,,,,,No
69,Ghazi Ghori,National T-20 2025,30,2,3,1,138,9,120,146,8,120,5,4,3,yes,No,,,,,,No
69,Ghazi Ghori,Champions T20 cup 2024,3,1,5,4,160,8,120,161,2,96,27,16,6,yes,No,,,,,0,
69,Ghazi Ghori,Champions T20 cup 2024,15,1,5,2,139,8,120,140,2,85,4,4,8,yes,No,,,,,0,
69,Ghazi Ghori,Champions T20 cup 2024,18,1,5,3,71,10,96,72,3,54,1,8,6,yes,No,,,,,0,
70,Shayan Sheikh Champions,National T-20 2025,16,1,3,5,184,7,120,116,6,120,0,1,8,yes,yes,18,18,1,0,7,yes
70,Shayan Sheikh Champions,National T-20 2025,19,1,3,4,166,4,120,130,10,117,,,,,yes,24,20,0,0,0,yes
70,Shayan Sheikh Champions,National T-20 2025,31,1,3,2,118,9,120,119,3,103,0,1,8,yes,yes,25,21,0,0,0,yes
70,Shayan Sheikh Champions,Champions T20 cup 2024,3,1,5,4,160,8,120,161,2,96,20,12,8,yes,yes,18,27,0,0,0,yes
70,Shayan Sheikh Champions,Champions T20 cup 2024,5,1,5,2,128,9,120,132,8,113,1,3,8,yes,yes,18,27,0,0,0,yes
70,Shayan Sheikh Champions,Champions T20 cup 2024,13,1,5,4,106,9,120,109,4,90,7,9,8,yes,yes,12,18,0,0,0,yes
70,Shayan Sheikh Champions,Champions T20 cup 2024,15,1,5,2,139,8,120,140,2,85,1*,1,9,No,yes,18,16,2,0,"1,3",yes
70,Shayan Sheikh Champions,Champions T20 cup 2024,18,1,5,3,71,10,96,72,3,54,0,1,9,yes,yes,,,,,,No
71,M Rameez Jr. 71,Champions T20 cup 2024,8,2,5,3,159,10,118,194,5,120,0,2,11,yes,No,6,13,0,0,0,No
71,M Rameez Jr. 71,Champions T20 cup 2024,9,2,5,1,185,9,120,190,4,120,3*,4,9,No,No,25,29,2,0,"1,3",No
71,M Rameez Jr. 71,Champions T20 cup 2024,18,1,5,3,71,10,96,72,3,54,11,18,10,yes,No,,,,,,No
71,M Rameez Jr. 71,Champions T20 cup 2024,20,1,5,1,131,10,120,133,4,84,1,2,10,yes,No,24,29,2,0,"1,5",No
72,Ihsanullah Champions,National T-20 2025,3,2,2,1,182,2,112,181,3,120,,,,,No,24,34,1,0,1,No
72,Ihsanullah Champions,National T-20 2025,23,2,2,3,167,9,120,183,3,120,,,,,No,25,33,2,0,"1,4",No
72,Ihsanullah Champions,National T-20 2025,25,2,2,5,132,3,79,131,9,120,,,,,No,25,36,1,0,7,No
72,Ihsanullah Champions,Champions T20 cup 2024,9,2,5,1,185,9,120,190,4,120,1*,1,11,No,No,26,37,0,0,0,No
72,Ihsanullah Champions,Champions T20 cup 2024,13,1,5,4,106,9,120,109,4,90,5*,4,11,No,No,25,27,2,0,"2,4",No
72,Ihsanullah Champions,Champions T20 cup 2024,15,1,5,2,139,8,120,140,2,85,,,,,No,20,46,0,0,0,No
72,Ihsanullah Champions,Champions T20 cup 2024,20,1,5,1,131,10,120,133,4,84,0,1,11,yes,No,13,33,0,0,0,No
73,Awais Ali Champions,Champions T20 cup 2024,18,1,5,3,71,10,96,72,3,54,15*,17,11,No,No,20,22,0,0,0,No
73,Awais Ali Champions,Champions T20 cup 2024,20,1,5,1,131,10,120,133,4,84,2*,6,9,No,No,6,13,0,0,0,No
74,Salman Irshad Champions,Champions T20 cup 2024,3,1,5,4,160,8,120,161,2,96,,,,,No,18,26,2,0,"2,3",No
74,Salman Irshad Champions,Champions T20 cup 2024,5,1,5,2,128,9,120,132,8,113,3,4,11,yes,No,24,26,1,0,0,No
74,Salman Irshad Champions,Champions T20 cup 2024,8,2,5,3,159,10,118,194,5,120,2*,3,10,No,No,27,55,1,0,6,No
74,Salman Irshad Champions,Champions T20 cup 2024,9,2,5,1,185,9,120,190,4,120,6,3,10,yes,No,26,37,0,0,0,No
74,Salman Irshad Champions,Champions T20 cup 2024,13,1,5,4,106,9,120,109,4,90,3*,4,10,No,No,6,10,0,0,0,No
77,Sharjeel Khan,National T-20 2025,7,2,0,0,137,8,120,199,4,120,32,37,1,YES,,,,,,,
77,Sharjeel Khan,National T-20 2025,18,2,0,0,131,3,89,127,10,117,4,4,1,YES,,,,,,,
77,Sharjeel Khan,National T-20 2025,24,2,0,0,127,10,104,218,3,120,9,9,1,YES,,,,,,,
77,Sharjeel Khan,Champions T20 cup 2024,3,2,0,0,161,2,96,160,8,120,14,10,2,YES,,,,,,,
77,Sharjeel Khan,Champions T20 cup 2024,6,1,0,0,123,10,116,126,2,87,5,8,2,YES,,,,,,,
77,Sharjeel Khan,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,23,29,2,YES,,,,,,,
77,Sharjeel Khan,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,4,6,2,YES,,,,,,,
77,Sharjeel Khan,National T-20 2025,7,2,0,0,137,8,120,199,4,120,32,37,1,YES,,,,,,,
77,Sharjeel Khan,National T-20 2025,18,2,0,0,131,3,89,127,10,117,4,4,1,YES,,,,,,,
77,Sharjeel Khan,National T-20 2025,24,2,0,0,127,10,104,218,3,120,9,9,1,YES,,,,,,,
77,Sharjeel Khan,Champions T20 cup 2024,3,2,0,0,161,2,96,160,8,120,14,10,2,YES,,,,,,,
77,Sharjeel Khan,Champions T20 cup 2024,6,1,0,0,123,10,116,126,2,87,5,8,2,YES,,,,,,,
77,Sharjeel Khan,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,23,29,2,YES,,,,,,,
77,Sharjeel Khan,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,4,6,2,YES,,,,,,,
78,Abdul Wahid,National T-20 2025,9,1,0,0,138,9,120,140,3,100,15,18,3,YES,,,,,,,
78,Abdul Wahid,National T-20 2025,20,1,0,0,129,7,120,114,7,120,13,17,3,YES,,24,,,,,
78,Abdul Wahid,National T-20 2025,28,1,0,0,86,8,120,88,0,53,18,20,3,YES,,10,,,,,
78,Abdul Wahid,National T-20 2025,32,2,0,0,113,10,117,239,2,120,46,47,3,YES,,6,,,,,
78,Abdul Wahid,Champions T20 cup 2024,2,2,0,0,181,10,115,216,3,120,4,6,2,YES,,,,,,,
78,Abdul Wahid,Champions T20 cup 2024,13,2,0,0,109,4,90,106,9,120,51,38,2,YES,,,,,,,
78,Abdul Wahid,Champions T20 cup 2024,16,2,0,0,152,6,120,160,10,116,8,8,2,YES,,,,,,,
78,Abdul Wahid,Champions T20 cup 2024,19,1,0,0,155,6,120,160,4,81,24,25,2,YES,,,,,,,
81,Haider Ali,Champions T20 cup 2024,2,2,0,0,181,10,115,216,3,120,54,26,3,YES,,,,,,,
81,Haider Ali,Champions T20 cup 2024,3,2,0,0,161,2,96,160,8,120,46,28,3,YES,,,,,,,
81,Haider Ali,Champions T20 cup 2024,6,1,0,0,123,10,116,126,2,87,26,20,3,YES,,,,,,,
81,Haider Ali,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,62,29,3,NO,,,,,,,
81,Haider Ali,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,73,49,3,YES,,,,,,,
81,Haider Ali,Champions T20 cup 2024,13,2,0,0,109,4,90,106,9,120,,,,,,,,,,,
81,Haider Ali,Champions T20 cup 2024,16,2,0,0,152,6,120,160,10,116,15,13,3,YES,,,,,,,
81,Haider Ali,Champions T20 cup 2024,19,1,0,0,155,6,120,160,4,81,18,17,3,YES,,,,,,,
85,Rizwan Mehmood,Champions T20 cup 2024,2,2,0,0,181,10,115,216,3,120,16,15,5,YES,,,,,,,
85,Rizwan Mehmood,Champions T20 cup 2024,3,2,0,0,161,2,96,160,8,120,,,,,,,,,,,
85,Rizwan Mehmood,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,,,,,,,,,,,
85,Rizwan Mehmood,Champions T20 cup 2024,19,1,0,0,155,6,120,160,4,81,4,8,5,YES,,,,,,,
87,Umar Saddiq,National T-20 2025,6,2,0,0,98,1,58,97,10,110,41,16,1,YES,,,,,,,
87,Umar Saddiq,National T-20 2025,15,2,0,0,134,10,113,171,5,120,24,14,1,YES,,,,,,,
87,Umar Saddiq,National T-20 2025,23,2,0,0,102,2,84,100,8,120,42,35,1,NO,,,,,,,
87,Umar Saddiq,National T-20 2025,31,2,0,0,119,3,103,118,9,120,17,10,1,YES,,,,,,,
87,Umar Saddiq,National T-20 2025,36,1,0,0,184,10,120,151,10,113,65,44,2,YES,,,,,,,
87,Umar Saddiq,National T-20 2025,38,1,0,0,166,4,120,161,7,120,29,20,1,YES,,,,,,,
87,Umar Saddiq,National T-20 2025,39,2,0,0,111,1,96,110,9,120,64,46,2,NO,,,,,,,
87,Umar Saddiq,Champions T20 cup 2024,2,2,0,0,181,10,115,216,3,120,24,16,1,YES,,,,,,,
87,Umar Saddiq,Champions T20 cup 2024,3,2,0,0,161,2,96,160,8,120,78,53,2,NO,,,,,,,
87,Umar Saddiq,Champions T20 cup 2024,6,1,0,0,123,10,116,126,2,87,26,28,1,YES,,,,,,,
87,Umar Saddiq,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,30,26,1,YES,,,,,,,
87,Umar Saddiq,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,29,30,1,YES,,,,,,,
87,Umar Saddiq,Champions T20 cup 2024,13,2,0,0,109,4,90,106,9,120,5,6,1,YES,,,,,,,
87,Umar Saddiq,Champions T20 cup 2024,16,2,0,0,152,6,120,160,10,116,38,28,1,YES,,,,,,,
87,Umar Saddiq,Champions T20 cup 2024,19,1,0,0,155,6,120,160,4,81,41,34,1,YES,,,,,,,
88,Saad Baig,National T-20 2025,1,1,0,0,159,6,120,73,5,79,41,16,7,YES,,,,,,,
88,Saad Baig,National T-20 2025,8,2,0,0,135,4,105,132,7,120,,,,,,,,,,,
88,Saad Baig,National T-20 2025,13,1,0,0,171,5,120,134,10,113,,,,,,,,,,,
88,Saad Baig,National T-20 2025,30,1,0,0,182,5,120,165,5,120,36,21,7,NO,,,,,,,
89,Rehan Afrifi,National T-20 2025,9,2,0,0,154,6,103,149,10,120,7,11,3,YES,,,,,,,
89,Rehan Afrifi,National T-20 2025,17,1,0,0,107,10,111,110,3,86,8,15,3,YES,,,,,,,
89,Rehan Afrifi,National T-20 2025,25,2,0,0,93,10,104,167,7,120,14,23,5,YES,,,,,,,
90,Shadab Khan,Champions T20 cup 2024,2,2,0,0,181,10,115,216,3,120,Retired Hurt,Retired Hurt,Retired Hurt,Retired Hurt,,12,,,,,
90,Shadab Khan,Champions T20 cup 2024,6,1,0,0,123,10,116,126,2,87,8,13,4,YES,,,,,,,
90,Shadab Khan,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,0,1,4,YES,,,,,,,
90,Shadab Khan,Champions T20 cup 2024,13,2,0,0,109,4,90,106,9,120,0,2,3,YES,,6,,,,,
90,Shadab Khan,Champions T20 cup 2024,16,2,0,0,152,6,120,160,10,116,4,12,4,YES,,,,,,,
90,Shadab Khan,Champions T20 cup 2024,19,1,0,0,155,6,120,160,4,81,12,6,7,NO,,,,,,,
91,Mubasir Khan,National T-20 2025,5,1,0,0,104,10,111,105,3,79,24,30,4,YES,,6,,,,,
91,Mubasir Khan,National T-20 2025,15,2,0,0,183,10,116,207,3,120,44,24,4,YES,,,,,,,
91,Mubasir Khan,National T-20 2025,24,1,0,0,218,3,120,127,10,104,45,32,4,YES,,24,,,,,
91,Mubasir Khan,Champions T20 cup 2024,2,2,0,0,181,10,115,216,3,120,29,19,4,YES,,,,,,,
91,Mubasir Khan,Champions T20 cup 2024,3,2,0,0,161,2,96,160,8,120,16,6,4,NO,,,,,,,
91,Mubasir Khan,Champions T20 cup 2024,6,1,0,0,123,10,116,126,2,87,1,1,5,YES,,15,,,,,
91,Mubasir Khan,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,32,21,4,YES,,18,,,,,
91,Mubasir Khan,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,30,19,5,YES,,12,,,,,
91,Mubasir Khan,Champions T20 cup 2024,13,2,0,0,109,4,90,106,9,120,0,4,4,YES,,6,,,,,
92,Amad Butt,National T-20 2025,16,2,0,0,110,3,86,107,10,109,,,,,,7,,,,,
92,Amad Butt,National T-20 2025,27,2,0,0,143,2,87,137,6,120,,,,,,6,,,,,
92,Amad Butt,National T-20 2025,36,2,0,0,151,10,113,184,10,120,1,2,9,YES,,6,,,,,
92,Amad Butt,Champions T20 cup 2024,2,2,0,0,181,10,115,216,3,120,23,17,6,YES,,24,,,,,
92,Amad Butt,Champions T20 cup 2024,3,2,0,0,161,2,96,160,8,120,,,,,,24,,,,,
92,Amad Butt,Champions T20 cup 2024,6,1,0,0,123,10,116,126,2,87,3,6,7,YES,,12,,,,,
92,Amad Butt,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,,,,,,24,,,,,
92,Amad Butt,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,7,5,7,YES,,10,,,,,
92,Amad Butt,Champions T20 cup 2024,13,2,0,0,109,4,90,106,9,120,,,,,,18,,,,,
92,Amad Butt,Champions T20 cup 2024,16,2,0,0,152,6,120,160,10,116,16,13,8,NO,,12,,,,,
93,Arafat Minhas,National T-20 2025,12,1,0,0,147,8,120,148,7,117,5,9,6,YES,,24,,,,,
93,Arafat Minhas,National T-20 2025,14,2,0,0,168,5,110,164,8,120,15,9,7,NO,,24,,,,,
93,Arafat Minhas,National T-20 2025,26,1,0,0,167,7,120,93,10,104,37,18,5,YES,,24,,,,,
93,Arafat Minhas,National T-20 2025,34,1,0,0,155,9,120,148,8,120,13,12,6,YES,,24,,,,,
93,Arafat Minhas,National T-20 2025,38,2,0,0,161,7,120,166,4,120,5,8,5,YES,,24,,,,,
93,Arafat Minhas,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,1,2,6,NO,,18,,,,,
93,Arafat Minhas,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,,,,,,24,,,,,
93,Arafat Minhas,Champions T20 cup 2024,13,2,0,0,109,4,90,106,9,120,11,6,6,NO,,24,,,,,
93,Arafat Minhas,Champions T20 cup 2024,19,1,0,0,155,6,120,160,4,81,34,24,4,YES,,6,,,,,
94,Muhammad Ibtisam,Champions T20 cup 2024,2,2,0,0,181,10,115,216,3,120,12,11,8,YES,,24,,,,,
94,Muhammad Ibtisam,Champions T20 cup 2024,3,2,0,0,161,2,96,160,8,120,,,,,,24,,,,,
94,Muhammad Ibtisam,Champions T20 cup 2024,6,1,0,0,123,10,116,126,2,87,0,2,9,YES,,12,,,,,
94,Muhammad Ibtisam,Champions T20 cup 2024,19,1,0,0,155,6,120,160,4,81,,,,,,18,,,,,
95,Danish Aziz,National T-20 2025,1,1,0,0,159,6,120,73,5,79,12,15,6,YES,,12,,,,,
95,Danish Aziz,National T-20 2025,8,2,0,0,135,4,105,132,7,120,8,9,6,NO,,24,,,,,
95,Danish Aziz,National T-20 2025,13,1,0,0,171,5,120,134,10,113,23,15,6,NO,,24,,,,,
95,Danish Aziz,National T-20 2025,30,1,0,0,182,5,120,165,5,120,1,2,5,YES,,12,,,,,
95,Danish Aziz,National T-20 2025,34,1,0,0,148,8,120,155,9,120,9,7,6,YES,,24,,,,,
95,Danish Aziz,Champions T20 cup 2024,3,2,0,0,161,2,96,160,8,120,,,,,,,,,,,
95,Danish Aziz,Champions T20 cup 2024,6,1,0,0,123,10,116,126,2,87,34,27,6,YES,,6,,,,,
95,Danish Aziz,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,7,7,5,YES,,6,,,,,
95,Danish Aziz,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,13,5,6,NO,,1,,,,,
95,Danish Aziz,Champions T20 cup 2024,13,2,0,0,109,4,90,106,9,120,38,34,5,NO,,,,,,,
95,Danish Aziz,Champions T20 cup 2024,16,2,0,0,152,6,120,160,10,116,38,27,6,NO,,,,,,,
96,M Waseem Jr.,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,,,,,,24,36,1,0,3,
96,M Waseem Jr.,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,,,,,,24,32,0,0,,
96,M Waseem Jr.,Champions T20 cup 2024,13,2,0,0,109,4,90,106,9,120,,,,,,24,28,3,0,"2,7,9",
96,M Waseem Jr.,Champions T20 cup 2024,16,2,0,0,152,6,120,160,10,116,,,,,,20,22,2,0,"6,10",
96,M Waseem Jr.,Champions T20 cup 2024,19,1,0,0,155,6,120,160,4,81,,,,,,21,28,0,0,,
96,M Waseem Jr.,Champions T20 cup 2024,10,2,0,0,169,4,113,163,8,120,,,,,,24,36,1,0,3,
96,M Waseem Jr.,Champions T20 cup 2024,11,1,0,0,168,7,120,170,4,118,,,,,,24,32,0,0,,
96,M Waseem Jr.,Champions T20 cup 2024,13,2,0,0,109,4,90,106,9,120,,,,,,24,28,3,0,"2,7,9",
96,M Waseem Jr.,Champions T20 cup 2024,16,2,0,0,152,6,120,160,10,116,,,,,,20,22,2,0,"6,10",
96,M Waseem Jr.,Champions T20 cup 2024,19,1,0,0,155,6,120,160,4,81,,,,,,21,28,0,0,,
97,Hassan Ali,National T-20 2025,11,2,0,0,148,7,117,147,8,120,,,,,,24,38,3,0,"1,5,8",
97,Hassan Ali,National T-20 2025,16,2,0,0,110,3,86,107,10,109,,,,,,24,16,3,0,"3,6,9",
97,Hassan Ali,National T-20 2025,27,2,0,0,143,2,87,137,6,120,,,,,,24,49,3,0,"2,5,6",
97,Hassan Ali,National T-20 2025,36,2,0,0,151,10,113,184,10,120,,,,,,24,42,4,0,"6,7,8,9",
97,Hassan Ali,National T-20 2025,11,2,0,0,148,7,117,147,8,120,,,,,,24,38,3,0,"1,5,8",
97,Hassan Ali,National T-20 2025,16,2,0,0,110,3,86,107,10,109,,,,,,24,16,3,0,"3,6,9",
97,Hassan Ali,National T-20 2025,27,2,0,0,143,2,87,137,6,120,,,,,,24,49,3,0,"2,5,6",
97,Hassan Ali,National T-20 2025,36,2,0,0,151,10,113,184,10,120,,,,,,24,42,4,0,"6,7,8,9",
100,Aqib Liaqat,National T-20 2025,9,1,0,0,149,10,120,154,6,103,,,,,,24,18,2,0,"3,4",
100,Aqib Liaqat,National T-20 2025,14,1,0,0,164,8,120,168,5,110,,,,,,24,32,0,0,,
100,Aqib Liaqat,National T-20 2025,27,1,0,0,137,6,120,143,2,87,,,,,,18,29,0,0,,
100,Aqib Liaqat,National T-20 2025,9,1,0,0,149,10,120,154,6,103,,,,,,24,18,2,0,"3,4",
100,Aqib Liaqat,National T-20 2025,14,1,0,0,164,8,120,168,5,110,,,,,,24,32,0,0,,
100,Aqib Liaqat,National T-20 2025,27,1,0,0,137,6,120,143,2,87,,,,,,18,29,0,0,,
102,Ali Raza,Champions T20 Cup 2024,3,2,0,0,161,2,96,160,8,120,,,,,,24,34,1,0,1,
102,Ali Raza,Champions T20 Cup 2024,6,1,0,0,123,10,116,126,2,87,,,,,,12,17,0,0,,
102,Ali Raza,Champions T20 Cup 2024,13,2,0,0,109,4,90,106,9,120,,,,,,18,20,1,1,1,
102,Ali Raza,Champions T20 Cup 2024,16,2,0,0,152,6,120,160,10,116,,,,,,12,26,0,0,,
102,Ali Raza,National T-20 2025,11,2,0,0,148,7,117,147,8,120,,,,,,24,23,2,1,"3,4",
102,Ali Raza,National T-20 2025,16,2,0,0,110,3,86,107,10,109,,,,,,18,26,0,0,,
102,Ali Raza,Champions T20 Cup 2024,3,2,0,0,161,2,96,160,8,120,,,,,,24,34,1,0,1,
102,Ali Raza,Champions T20 Cup 2024,6,1,0,0,123,10,116,126,2,87,,,,,,12,17,0,0,,
102,Ali Raza,Champions T20 Cup 2024,13,2,0,0,109,4,90,106,9,120,,,,,,18,20,1,1,1,
102,Ali Raza,Champions T20 Cup 2024,16,2,0,0,152,6,120,160,10,116,,,,,,12,26,0,0,,
102,Ali Raza,National T-20 2025,11,2,0,0,148,7,117,147,8,120,,,,,,24,23,2,1,"3,4",
102,Ali Raza,National T-20 2025,16,2,0,0,110,3,86,107,10,109,,,,,,18,26,0,0,,
103,Usama Mir,Champions T20 Cup 2024,2,2,0,0,181,10,115,216,3,120,,,,,,18,38,0,0,,
103,Usama Mir,Champions T20 Cup 2024,3,2,0,0,161,2,96,160,8,120,,,,,,24,31,0,0,,
103,Usama Mir,Champions T20 Cup 2024,6,1,0,0,123,10,116,126,2,87,,,,,,18,22,0,0,,
103,Usama Mir,Champions T20 Cup 2024,10,2,0,0,169,4,113,163,8,120,,,,,,24,14,2,0,"6,7",
103,Usama Mir,Champions T20 Cup 2024,11,1,0,0,168,7,120,170,4,118,,,,,,24,30,2,0,"2,4",
103,Usama Mir,Champions T20 Cup 2024,13,2,0,0,109,4,90,106,9,120,,,,,,24,16,0,0,,
103,Usama Mir,Champions T20 Cup 2024,16,2,0,0,152,6,120,160,10,116,,,,,,24,23,4,0,"5,7,8,9",
103,Usama Mir,Champions T20 Cup 2024,19,1,0,0,155,6,120,160,4,81,,,,,,12,28,1,0,5,
103,Usama Mir,National T-20 2025,11,2,0,0,148,7,117,147,8,120,,,,,,24,24,1,0,6,
103,Usama Mir,National T-20 2025,16,2,0,0,110,3,86,107,10,109,,,,,,24,19,3,0,"1,4,7",
103,Usama Mir,National T-20 2025,27,2,0,0,143,2,87,137,6,120,,,,,,24,13,3,0,"1,3,4",
103,Usama Mir,National T-20 2025,36,2,0,0,151,10,113,184,10,120,,,,,,24,23,2,0,"3,5",
103,Usama Mir,Champions T20 Cup 2024,2,2,0,0,181,10,115,216,3,120,,,,,,18,38,0,0,,
103,Usama Mir,Champions T20 Cup 2024,3,2,0,0,161,2,96,160,8,120,,,,,,24,31,0,0,,
103,Usama Mir,Champions T20 Cup 2024,6,1,0,0,123,10,116,126,2,87,,,,,,18,22,0,0,,
103,Usama Mir,Champions T20 Cup 2024,10,2,0,0,169,4,113,163,8,120,,,,,,24,14,2,0,"6,7",
103,Usama Mir,Champions T20 Cup 2024,11,1,0,0,168,7,120,170,4,118,,,,,,24,30,2,0,"2,4",
103,Usama Mir,Champions T20 Cup 2024,13,2,0,0,109,4,90,106,9,120,,,,,,24,16,0,0,,
103,Usama Mir,Champions T20 Cup 2024,16,2,0,0,152,6,120,160,10,116,,,,,,24,23,4,0,"5,7,8,9",
103,Usama Mir,Champions T20 Cup 2024,19,1,0,0,155,6,120,160,4,81,,,,,,12,28,1,0,5,
103,Usama Mir,National T-20 2025,11,2,0,0,148,7,117,147,8,120,,,,,,24,24,1,0,6,
103,Usama Mir,National T-20 2025,16,2,0,0,110,3,86,107,10,109,,,,,,24,19,3,0,"1,4,7",
103,Usama Mir,National T-20 2025,27,2,0,0,143,2,87,137,6,120,,,,,,24,13,3,0,"1,3,4",
103,Usama Mir,National T-20 2025,36,2,0,0,151,10,113,184,10,120,,,,,,24,23,2,0,"3,5",
104,Muhammad Umar,Champions T20 Cup 2024,2,2,0,0,181,10,115,216,3,120,,,,,,24,34,1,0,1,
104,Muhammad Umar,Champions T20 Cup 2024,3,2,0,0,161,2,96,160,8,120,,,,,,24,38,1,0,8,
104,Muhammad Umar,Champions T20 Cup 2024,6,1,0,0,123,10,116,126,2,87,,,,,,12,12,0,0,,
104,Muhammad Umar,Champions T20 Cup 2024,10,2,0,0,169,4,113,163,8,120,,,,,,6,15,0,0,,
104,Muhammad Umar,Champions T20 Cup 2024,11,1,0,0,168,7,120,170,4,118,,,,,,18,26,0,0,,
104,Muhammad Umar,National T-20 2025,1,1,0,0,159,6,120,73,5,79,,,,,,12,9,2,0,"1,3",
104,Muhammad Umar,National T-20 2025,8,2,0,0,135,4,105,132,7,120,,,,,,18,21,1,0,5,
104,Muhammad Umar,National T-20 2025,13,1,0,0,171,5,120,134,10,113,,,,,,18,20,2,0,"1,5",
104,Muhammad Umar,National T-20 2025,30,1,0,0,182,5,120,165,5,120,,,,,,6,12,0,0,,
104,Muhammad Umar,National T-20 2025,34,1,0,0,148,8,120,155,9,120,,,,,,,,,,,
104,Muhammad Umar,Champions T20 Cup 2024,2,2,0,0,181,10,115,216,3,120,,,,,,24,34,1,0,1,
104,Muhammad Umar,Champions T20 Cup 2024,3,2,0,0,161,2,96,160,8,120,,,,,,24,38,1,0,8,
104,Muhammad Umar,Champions T20 Cup 2024,6,1,0,0,123,10,116,126,2,87,,,,,,12,12,0,0,,
104,Muhammad Umar,Champions T20 Cup 2024,10,2,0,0,169,4,113,163,8,120,,,,,,6,15,0,0,,
104,Muhammad Umar,Champions T20 Cup 2024,11,1,0,0,168,7,120,170,4,118,,,,,,18,26,0,0,,
104,Muhammad Umar,National T-20 2025,1,1,0,0,159,6,120,73,5,79,,,,,,12,9,2,0,"1,3",
104,Muhammad Umar,National T-20 2025,8,2,0,0,135,4,105,132,7,120,,,,,,18,21,1,0,5,
104,Muhammad Umar,National T-20 2025,13,1,0,0,171,5,120,134,10,113,,,,,,18,20,2,0,"1,5",
104,Muhammad Umar,National T-20 2025,30,1,0,0,182,5,120,165,5,120,,,,,,6,12,0,0,,
104,Muhammad Umar,National T-20 2025,34,1,0,0,148,8,120,155,9,120,,,,,,,,,,,
105,Sajid Khan,Champions T20 Cup 2024,16,2,0,0,152,6,120,160,10,116,,,,,,24,32,1,0,2,
105,Sajid Khan,Champions T20 Cup 2024,19,1,0,0,155,6,120,160,4,81,,,,,,18,30,0,0,,
105,Sajid Khan,National T-20 2025,10,1,0,0,138,9,120,140,3,100,,,,,,24,27,1,0,1,
105,Sajid Khan,National T-20 2025,20,1,0,0,129,7,120,114,7,120,,,,,,18,18,0,0,,
105,Sajid Khan,National T-20 2025,27,1,0,0,86,8,120,88,0,53,,,,,,,,,,,
105,Sajid Khan,National T-20 2025,31,2,0,0,113,10,117,239,2,120,,,,,,24,29,0,0,,
