Player ID,Player Name,Tournament,Match ID,Innings Number,Team Standing,Opposition Standing,Total Runs Of Own Team,Total Wickets Lost By Own Team,Total Balls Played By Own Team,Total Runs Of Opposition Team,Total Wickets Lost By Opposition Team,Total Balls Played By Opposition Team,Runs Made,Balls Consumed,Batting Position,Dismissed,Special Batting Talent,Balls Bowled,Runs Given,Wickets Taken,Maidens Bowled,Batters Dismissed,5
135,Bahria Town Champions,National T20 2024,30,1,1st in Group,3rd in Group,146,9,120,138,9,120,3,6,8,Yes,,24,30,1,0,10,
135,Bahria Town Champions,National T20 2024,33,1,1st in Group,Samifinalist,130,5,120,131,4,107,,,,,,11,23,0,0,0,
135,Bahria Town Champions,Champions One Day Cup 2024,2,2,4th in Group,3rd in Group,203,10,237,336,5,300,*,*,*,*,*,*,*,*,*,*,
135,Bahria Town Champions,Champions One Day Cup 2024,5,2,4th in Group,Winner,199,10,212,283,10,281,16,14,9,Yes,,54,47,3,0,"6,7,10",
135,Bahria Town Champions,Champions One Day Cup 2024,8,1,4th in Group,Runner Up,367,6,300,332,9,300,,,,,,60,66,2,0,"2,3",
135,Bahria Town Champions,Champions One Day Cup 2024,10,2,4th in Group,5th in Group,310,8,300,326,10,297,0*,1,10,NO,,53,58,2,0,"2,7",
135,Bahria Town Champions,Champions One Day Cup 2024,12,1,4th in Group,3rd in Group,263,9,50,251,10,297,65*,59,9,NO,,60,59,3,0,"5,7,9",
135,Bahria Town Champions,Champions One Day Cup 2024,13,Abandoned,4th in Group,Runner Up,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,
135,Bahria Town Champions,Trophy 2024,11,1,1,5,219,10,321,292,10,357,9,13,8,Yes,,78,78,1,3,3,
135,Bahria Town Champions,Trophy 2024,,3,,,203,10,390,131,4,162,14,17,9,Yes,,25,17,0,1,0,
135,Bahria Town Champions,Trophy 2024,23,2,1,2,214,10,388,167,10,286,10,20,9,Yes,,84,54,2,1,"8,9",
135,Bahria Town Champions,Trophy 2024,,4,,,113,5,152,155,10,296,,,,,,72,34,5,0,"3,4,5,6,10",
135,Bahria Town Champions,Trophy 2024,35,2,1,3,227,10,312,174,10,322,56,78,9,Yes,,40,15,2,3,"7,10",
135,Bahria Town Champions,Trophy 2024,,4,,,80,3,97,131,9,204,,,,,,18,16,0,0,0,
136,Bahria Town Champions,National T20 2024,11,2,Quarterfinalist,Samifinalist,148,7,117,147,8,120,57,41,3,Yes,,,,,,,
136,Bahria Town Champions,National T20 2024,17,2,Quarterfinalist,3rd in Group,110,3,86,107,10,109,15,14,3,Yes,,,,,,,
136,Bahria Town Champions,Champions One Day Cup 2024,2,2,4th in Group,3rd in Group,203,10,237,336,5,300,9,14,3,Yes,,*,*,*,*,*,
136,Bahria Town Champions,Champions One Day Cup 2024,5,2,4th in Group,Winner,199,10,212,283,10,281,1,5,3,Yes,,*,*,*,*,*,
136,Bahria Town Champions,Champions One Day Cup 2024,8,1,4th in Group,Runner Up,367,6,300,332,9,300,52,64,1,Yes,,*,*,*,*,*,
136,Bahria Town Champions,Champions One Day Cup 2024,10,2,4th in Group,5th in Group,310,8,300,326,10,297,27,42,1,Yes,,*,*,*,*,*,
136,Bahria Town Champions,Champions One Day Cup 2024,12,1,4th in Group,3rd in Group,263,9,50,251,10,297,*,*,*,*,*,*,*,*,*,*,
136,Bahria Town Champions,Champions One Day Cup 2024,13,Abandoned,4th in Group,Runner Up,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,*,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,4,1,9,8,341,10,464,224,10,362,*,*,*,*,*,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,,3,,,288,8,426,213,10,389,*,*,*,*,*,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,8,2,9,3,293,10,485,379,10,476,*,*,*,*,*,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,,4,,,99,10,149,149,10,339,*,*,*,*,*,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,14,1,9,1,164,10,276,531,9,684,34,48,3,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,,3,,,279,10,415,*,*,*,35,46,4,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,18,2,9,4,325,10,558,187,10,289,5,8,3,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,,4,,,159,4,219,292,10,377,33,64,3,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,23,2,9,2,275,10,493,415,10,670,46,56,3,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,,4,,,197,10,295,221,3,246,7,25,3,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,28,2,9,5,270,10,420,391,10,730,107,178,3,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,,4,,,195,4,372,246,9,439,8,29,4,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,31,2,9,6,199,10,376,353,10,596,0,2,3,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,,4,,,277,6,636,335,5,494,75,181,4,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,33,2,9,7,147,10,419,346,10,617,9,30,3,Yes,,*,*,*,*,*,
136,Bahria Town Champions,President's Trophy 2024,,4,,,306,10,453,110,3,96,28,59,3,Yes,,*,*,*,*,*,
137,Bahria Town Champions One,Champions One Day Cup 2024,2,2,4th in Group,3rd in Group,203,10,237,336,5,300,0,5,8,Yes,,48,60,2,0,"2,4",
137,Bahria Town Champions One,Champions One Day Cup 2024,5,2,4th in Group,Winner,199,10,212,283,10,281,*,*,*,*,*,*,*,*,*,*,
137,Bahria Town Champions One,Champions One Day Cup 2024,8,1,4th in Group,Runner Up,367,6,300,332,9,300,*,*,*,*,*,*,*,*,*,*,
137,Bahria Town Champions One,Champions One Day Cup 2024,10,2,4th in Group,5th in Group,310,8,300,326,10,297,4,9,9,Yes,,51,69,3,0,"1,3,10",
137,Bahria Town Champions One,Champions One Day Cup 2024,12,1,4th in Group,3rd in Group,263,9,50,251,10,297,*,*,*,*,*,*,*,*,*,*,
137,Bahria Town Champions One,Champions One Day Cup 2024,13,Abandoned,4th in Group,Runner Up,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,Abandoned,*,*,*,*,*,*,*,*,*,*,
138,Muhammad Amir Barki,National T-20 2024,3,2,2,1,182,2,114,181,3,124,10,5,4,Not out,,,,,,,
138,Muhammad Amir Barki,National T-20 2024,22,2,2,3,167,9,121,183,3,126,34,13,7,Caught,,,,,,,
138,Muhammad Amir Barki,National T-20 2024,26,2,2,5,132,3,88,131,9,126,3,5,3,Caught,,,,,,,
138,Muhammad Amir Barki,National T-20 2024,32,1,2,4,239,2,124,113,10,133,3,2,4,Not out,,,,,,,
138,Muhammad Amir Barki,National T-20 2024,35,2,2,1,140,7,123,138,7,123,12,9,7,LBW,,,,,,,
138,Muhammad Amir Barki,National T-20 2024,37,1,1,2,243,3,128,187,8,129,20,5,5,Not out,,,,,,,
138,Muhammad Amir Barki,National T-20 2024,39,1,2,1,110,9,121,111,1,101,2,7,7,Caught,,,,,,,
138,Muhammad Amir Barki,President's Cup One-Day 2024,4,1,R 3,R 1,238,10,300,239,2,235,16,20,6,yes,,,,,,,
138,Muhammad Amir Barki,President's Cup One-Day 2024,11,2,R 3,R 4,223,2,219,222,10,291,,,,,,,,,,,
138,Muhammad Amir Barki,President's Cup One-Day 2024,12,1,R 3,R 2,275,9,252,276,8,251,82,71,6,yes,,,,,,,
139,Nizar Ali,National T-20 2024,3,2,2,1,182,2,114,181,3,124,,,,,,,,,,,
139,Nizar Ali,National T-20 2024,22,2,2,3,167,9,121,183,3,126,,,,,,,,,,,
139,Nizar Ali,National T-20 2024,26,2,2,5,132,3,88,131,9,126,,,,,,,,,,,
139,Nizar Ali,National T-20 2024,32,1,2,4,239,2,124,113,10,133,,,,,,26,22,3,0,"1,7,8",
139,Nizar Ali,National T-20 2024,35,2,2,1,140,7,123,138,7,123,0,3,6,Caught,,25,22,2,0,"1,3",
139,Nizar Ali,National T-20 2024,37,1,1,2,243,3,128,187,8,129,,,,,,19,25,,,,
139,Nizar Ali,National T-20 2024,39,1,2,1,110,9,121,111,1,101,1,9,8,LBW,,18,26,,1,,
140,Israrullah KRL,National T-20 2024,3,2,2,1,182,2,114,181,3,124,,,,,,18,28,,,,
140,Israrullah KRL,National T-20 2024,22,2,2,3,167,9,121,183,3,126,5,4,3,Runout,,,,,,,
140,Israrullah KRL,National T-20 2024,26,2,2,5,132,3,88,131,9,126,,,,,,12,5,1,,5,
140,Israrullah KRL,National T-20 2024,32,1,2,4,239,2,124,113,10,133,,,,,,23,23,,,,
140,Israrullah KRL,National T-20 2024,35,2,2,1,140,7,123,138,7,123,30,27,3,Caught,,13,17,,,,
140,Israrullah KRL,National T-20 2024,37,1,1,2,243,3,128,187,8,129,,,,,,12,20,2,,"2,4",
140,Israrullah KRL,National T-20 2024,39,1,2,1,110,9,121,111,1,101,2,4,4,LBW,,,,,,,
140,Israrullah KRL,QAT 2024,7,1,1,4,546,10,769,466,10,764,65,102,3,LBW,,6,3,0,0,,
140,Israrullah KRL,QAT 2024,,3,,,360,3,462,,,,53,78,3,Not out,,,,,,,
140,Israrullah KRL,QAT 2024,13,1,1,2,301,10,177,279,10,521,13,23,3,Caught,,,,,,,
140,Israrullah KRL,QAT 2024,,3,,,321,10,454,162,10,389,22,24,3,Bowled,,,,,,,
140,Israrullah KRL,QAT 2024,27,2,1,6,213,10,377,171,10,322,62,110,3,Caught,,,,,,,
140,Israrullah KRL,QAT 2024,,4,,,131,1,155,171,10,391,14,17,3,Not out,,,,,,,
140,Israrullah KRL,QAT 2024,29,2,1,5,251,10,419,292,10,555,1,4,3,Caught,,,,,,,
140,Israrullah KRL,QAT 2024,,4,,,,,,233,4,342,,,,,,24,20,0,1,0,
140,Israrullah KRL,QAT 2024,40,1,1,3,393,10,614,348,10,529,62,86,3,LBW,,30,16,1,0,7,
140,Israrullah KRL,QAT 2024,,3,,,195,10,318,214,10,387,19,31,3,Caught,,36,19,0,1,0,
140,Israrullah KRL,QAT 2024,46,2,1,2,171,10,277,410,10,799,16,25,3,Caught,,24,24,2,1,"9,10",
140,Israrullah KRL,QAT 2024,,4,,,182,10,208,,,,18,19,3,LBW,,,,,,,
140,Israrullah KRL,QAT 2024,47,1,1,2,332,10,494,217,10,339,,,,,,,,,,,
140,Israrullah KRL,QAT 2024,,3,,,141,10,240,131,10,141,,,,,,,,,,,
140,Israrullah KRL,QAT 2024,49,1,2,1,258,10,481,245,10,510,16,21,3,Caught,,18,13,0,0,0,
140,Israrullah KRL,QAT 2024,,3,,,159,10,359,176,9,278,6,8,3,Caught,,1,0,1,1,10,
140,Israrullah KRL,President's Cup One-Day 2024,4,1,R 3,R 1,238,10,300,239,2,235,1,2,5,yes,,30,29,1,0,3,
140,Israrullah KRL,President's Cup One-Day 2024,11,2,R 3,R 4,223,2,219,222,10,291,,,,Did not play,,,,,,,
140,Israrullah KRL,President's Cup One-Day 2024,12,1,R 3,R 2,275,9,252,276,8,251,,,,,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,2,2,6,5,268,10,501,151,10,290,,,,,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,,4,,,313,10,466,140,9,243,,,,,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,8,2,6,8,183,10,345,137,10,277,3,10,4,yes,,12,1,0,1,0,
140,Israrullah KRL,President's Trophy Grade-I 2024,,4,,,63,10,131,239,10,498,9,20,5,yes,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,11,2,6,1,479,10,883,335,10,513,8,12,5,yes,,72,33,1,1,6,
140,Israrullah KRL,President's Trophy Grade-I 2024,,4,,,,,,456,3,680,,,,,,48,44,0,0,0,
140,Israrullah KRL,President's Trophy Grade-I 2024,16,2,6,7,280,10,491,334,10,590,3,14,2,yes,,72,37,0,1,0,
140,Israrullah KRL,President's Trophy Grade-I 2024,,4,,,207,6,318,152,10,290,38,43,2,yes,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,24,2,6,3,499,10,826,406,10,583,,,,,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,,4,,,31,2,54,288,10,608,,,,,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,25,2,6,4,174,10,325,238,10,514,0,1,2,yes,,60,32,1,1,1,
140,Israrullah KRL,President's Trophy Grade-I 2024,,4,,,200,10,373,165,10,288,6,20,7,yes,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,32,1,6,9,353,10,596,199,10,376,,,,Did not play,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,,3,,,335,5,494,277,6,636,,,,,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,35,2,6,150,150,10,290,119,10,194,,,,,,,,,,,
140,Israrullah KRL,President's Trophy Grade-I 2024,,4,,,384,3,652,568,9,918,,,,,,,,,,,
141,Mohammad Imran Jnr,National T-20 2024,3,2,2,1,182,2,114,181,3,124,,,,,,26,35,1,,2,
141,Mohammad Imran Jnr,National T-20 2024,22,2,2,3,167,9,121,183,3,126,1,2,9,Bowled,,18,32,,,,
141,Mohammad Imran Jnr,National T-20 2024,26,2,2,5,132,3,88,131,9,126,,,,,,,,,,,
141,Mohammad Imran Jnr,National T-20 2024,32,1,2,4,239,2,124,113,10,133,,,,,,24,11,2,,"3,10",
141,Mohammad Imran Jnr,National T-20 2024,35,2,2,1,140,7,123,138,7,123,,,,,,24,29,1,,5,
141,Mohammad Imran Jnr,National T-20 2024,37,1,1,2,243,3,128,187,8,129,,,,,,25,22,2,,"7,8",
141,Mohammad Imran Jnr,National T-20 2024,39,1,2,1,110,9,121,111,1,101,1,6,10,Not out,,20,24,,,,
141,Mohammad Imran Jnr,QAT 2024,7,1,1,4,546,10,769,466,10,764,,,,,,,,,,,
141,Mohammad Imran Jnr,QAT 2024,,3,,,360,3,462,,,,,,,,,,,,,,
141,Mohammad Imran Jnr,QAT 2024,13,1,1,2,301,10,177,279,10,521,,,,,,,,,,,
141,Mohammad Imran Jnr,QAT 2024,,3,,,321,10,454,162,10,389,,,,,,,,,,,
141,Mohammad Imran Jnr,QAT 2024,27,2,1,6,213,10,377,171,10,322,0,10,10,Not out,,84,52,2,2,"6,7",
141,Mohammad Imran Jnr,QAT 2024,,4,,,131,1,155,171,10,391,,,,,,72,37,1,2,1,
141,Mohammad Imran Jnr,QAT 2024,29,2,1,5,251,10,419,292,10,555,3,34,10,Caught,,102,56,2,4,"5,9",
141,Mohammad Imran Jnr,QAT 2024,,4,,,,,,233,4,342,,,,,,42,38,0,0,0,
141,Mohammad Imran Jnr,QAT 2024,40,1,1,3,393,10,614,348,10,529,5,16,10,Caught,,102,74,2,2,"3,5",
141,Mohammad Imran Jnr,QAT 2024,,3,,,195,10,318,214,10,387,7,14,10,Caught,,54,36,0,1,0,
141,Mohammad Imran Jnr,QAT 2024,46,2,1,2,171,10,277,410,10,799,,,,,,,,,,,
141,Mohammad Imran Jnr,QAT 2024,,4,,,182,10,208,,,,,,,,,,,,,,
141,Mohammad Imran Jnr,QAT 2024,47,1,1,2,332,10,494,217,10,339,,,,,,,,,,,
141,Mohammad Imran Jnr,QAT 2024,,3,,,141,10,240,131,10,141,,,,,,,,,,,
141,Mohammad Imran Jnr,QAT 2024,49,1,2,1,258,10,481,245,10,510,,,,,,,,,,,
141,Mohammad Imran Jnr,QAT 2024,,3,,,159,10,359,176,9,278,,,,,,,,,,,
141,Mohammad Imran Jnr,President's Cup One-Day 2024,4,1,R 3,R 1,238,10,300,239,2,235,1,6,9,yes,,54,50,0,0,0,
141,Mohammad Imran Jnr,President's Cup One-Day 2024,11,2,R 3,R 4,223,2,219,222,10,291,,,,,,57,45,6,0,"1,2,4,8,9,10",
141,Mohammad Imran Jnr,President's Cup One-Day 2024,12,1,R 3,R 2,275,9,252,276,8,251,8,6,11,No,,48,64,1,0,1,
142,Mohammad Zulkifal,National T-20 2024,3,2,2,1,182,2,114,181,3,124,,,,,,,,,,,
142,Mohammad Zulkifal,National T-20 2024,22,2,2,3,167,9,121,183,3,126,9,9,4,Caught,,,,,,,
142,Mohammad Zulkifal,National T-20 2024,26,2,2,5,132,3,88,131,9,126,,,,,,,,,,,
142,Mohammad Zulkifal,National T-20 2024,32,1,2,4,239,2,124,113,10,133,,,,,,,,,,,
142,Mohammad Zulkifal,National T-20 2024,35,2,2,1,140,7,123,138,7,123,3,5,8,Not out,,,,,,,
142,Mohammad Zulkifal,National T-20 2024,37,1,1,2,243,3,128,187,8,129,,,,,,,,,,,
142,Mohammad Zulkifal,National T-20 2024,39,1,2,1,110,9,121,111,1,101,32,29,5,Caught,,,,,,,
142,Mohammad Zulkifal,QAT 2024,7,1,1,4,546,10,769,466,10,764,0,7,7,Caught,,,,,,,
142,Mohammad Zulkifal,QAT 2024,,3,,,360,3,462,,,,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,13,1,1,2,301,10,177,279,10,521,,,,Did Not Play,,,,,,,
142,Mohammad Zulkifal,QAT 2024,,3,,,321,10,454,162,10,389,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,27,2,1,6,213,10,377,171,10,322,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,,4,,,131,1,155,171,10,391,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,29,2,1,5,251,10,419,292,10,555,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,,4,,,,,,233,4,342,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,40,1,1,3,393,10,614,348,10,529,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,,3,,,195,10,318,214,10,387,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,46,2,1,2,171,10,277,410,10,799,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,,4,,,182,10,208,,,,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,47,1,1,2,332,10,494,217,10,339,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,,3,,,141,10,240,131,10,141,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,49,1,2,1,258,10,481,245,10,510,,,,,,,,,,,
142,Mohammad Zulkifal,QAT 2024,,3,,,159,10,359,176,9,278,,,,,,,,,,,
143,Muhammad Amir Khan,National T-20 2024,3,2,2,1,182,2,114,181,3,124,,,,,,,,,,,
143,Muhammad Amir Khan,National T-20 2024,22,2,2,3,167,9,121,183,3,126,,,,,,,,,,,
143,Muhammad Amir Khan,National T-20 2024,26,2,2,5,132,3,88,131,9,126,,,,,,26,23,3,1,"1,3,6",
143,Muhammad Amir Khan,National T-20 2024,32,1,2,4,239,2,124,113,10,133,,,,,,25,21,1,,2,
143,Muhammad Amir Khan,National T-20 2024,35,2,2,1,140,7,123,138,7,123,14,6,9,Not out,,25,25,3,,"4,7,8",
143,Muhammad Amir Khan,National T-20 2024,37,1,1,2,243,3,128,187,8,129,,,,,,29,50,,,,
143,Muhammad Amir Khan,National T-20 2024,39,1,2,1,110,9,121,111,1,101,0,1,9,Caught,,12,12,,,,
143,Muhammad Amir Khan,QAT 2024,7,1,1,4,546,10,769,466,10,764,7,7,10,Caught,,198,111,2,7,"1,4",
143,Muhammad Amir Khan,QAT 2024,,3,,,360,3,462,,,,,,,,,,,,,,
143,Muhammad Amir Khan,QAT 2024,13,1,1,2,301,10,177,279,10,521,31,25,10,Bowled,,150,48,2,7,"5,6",
143,Muhammad Amir Khan,QAT 2024,,3,,,321,10,454,162,10,389,0,1,10,Bowled,,90,45,3,6,"2,3,5",
143,Muhammad Amir Khan,QAT 2024,27,2,1,6,213,10,377,171,10,322,0,2,11,Bowled,,54,16,2,3,"2,3",
143,Muhammad Amir Khan,QAT 2024,,4,,,131,1,155,171,10,391,,,,,,102,38,4,5,"3,5,6,8",
143,Muhammad Amir Khan,QAT 2024,29,2,1,5,251,10,419,292,10,555,9,11,11,Not out,,159,98,6,1,"1,3,6,7,8,11",
143,Muhammad Amir Khan,QAT 2024,,4,,,,,,233,4,342,,,,,,102,48,2,0,"1,3",
143,Muhammad Amir Khan,QAT 2024,40,1,1,3,393,10,614,348,10,529,,,,,,,,,,,
143,Muhammad Amir Khan,QAT 2024,,3,,,195,10,318,214,10,387,,,,,,,,,,,
143,Muhammad Amir Khan,QAT 2024,46,2,1,2,171,10,277,410,10,799,21,24,10,Caught,,241,141,5,4,"1,4,5,7,11",
143,Muhammad Amir Khan,QAT 2024,,4,,,182,10,208,,,,10,8,10,Bowled,,,,,,,
143,Muhammad Amir Khan,QAT 2024,47,1,1,2,332,10,494,217,10,339,,,,,,,,,,,
143,Muhammad Amir Khan,QAT 2024,,3,,,141,10,240,131,10,141,,,,,,,,,,,
143,Muhammad Amir Khan,QAT 2024,49,1,2,1,258,10,481,245,10,510,0,4,10,Bowled,,126,38,3,10,"1,3,6",
143,Muhammad Amir Khan,QAT 2024,,3,,,159,10,359,176,9,278,13,14,10,Not out,,108,60,3,4,"3,6,8",
144,Ubaidullah,QAT 2024,7,1,1,4,546,10,769,466,10,764,,,,Did not play,,,,,,,
144,Ubaidullah,QAT 2024,,3,,,360,3,462,,,,,,,,,,,,,,
144,Ubaidullah,QAT 2024,13,1,1,2,301,10,177,279,10,521,,,,,,,,,,,
144,Ubaidullah,QAT 2024,,3,,,321,10,454,162,10,389,,,,,,,,,,,
144,Ubaidullah,QAT 2024,27,2,1,6,213,10,377,171,10,322,24,72,4,yes,,12,0,0,2,0,
144,Ubaidullah,QAT 2024,,4,,,131,1,155,171,10,391,,,,,,6,9,0,0,0,
144,Ubaidullah,QAT 2024,29,2,1,5,251,10,419,292,10,555,,,,Did not play,,,,,,,
144,Ubaidullah,QAT 2024,,4,,,,,,233,4,342,,,,,,,,,,,
144,Ubaidullah,QAT 2024,40,1,1,3,393,10,614,348,10,529,,,,,,,,,,,
144,Ubaidullah,QAT 2024,,3,,,195,10,318,214,10,387,,,,,,,,,,,
144,Ubaidullah,QAT 2024,46,2,1,2,182,10,208,410,10,799,35,44,4,yes,,48,31,0,1,0,
144,Ubaidullah,QAT 2024,,4,,,,,,182,10,208,0,1,4,yes,,,,,,,
144,Ubaidullah,QAT 2024,47,1,1,2,332,10,494,217,10,339,13,37,4,yes,,24,32,,,,
144,Ubaidullah,QAT 2024,,3,,,141,10,240,131,10,141,1,3,4,yes,,6,2,,,,
144,Ubaidullah,QAT 2024,49,1,2,1,258,10,481,245,10,510,,,,,,,,,,,
144,Ubaidullah,QAT 2024,,3,,,159,10,359,176,9,278,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,7,1,1,4,546,10,769,466,10,764,,,,Did not Play,,,,,,,
145,Abubakar Khan,QAT 2024,,3,,,360,3,462,,,,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,13,1,1,2,301,10,177,279,10,521,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,,3,,,321,10,454,162,10,389,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,27,2,1,6,213,10,377,171,10,322,36,78,5,Caught,,,,,,,
145,Abubakar Khan,QAT 2024,,4,,,131,1,155,171,10,391,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,29,2,1,5,251,10,419,292,10,555,4,11,4,Caught,,,,,,,
145,Abubakar Khan,QAT 2024,,4,,,,,,233,4,342,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,40,1,1,3,393,10,614,348,10,529,,,,Did not Play,,,,,,,
145,Abubakar Khan,QAT 2024,,3,,,195,10,318,214,10,387,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,46,2,1,2,182,10,208,410,10,799,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,,4,,,,,,182,10,208,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,47,1,1,2,332,10,494,217,10,339,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,,3,,,141,10,240,131,10,141,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,49,1,2,1,258,10,481,245,10,510,,,,,,,,,,,
145,Abubakar Khan,QAT 2024,,3,,,159,10,359,176,9,278,,,,,,,,,,,
146,Zubair Khan,QAT 2024,7,1,1,4,546,10,769,466,10,764,,,,Did not play,,,,,,,
146,Zubair Khan,QAT 2024,,3,,,360,3,462,,,,,,,,,,,,,,
146,Zubair Khan,QAT 2024,13,1,1,2,301,10,177,279,10,521,,,,,,,,,,,
146,Zubair Khan,QAT 2024,,3,,,321,10,454,162,10,389,,,,,,,,,,,
146,Zubair Khan,QAT 2024,27,2,1,6,213,10,377,171,10,322,,,,,,,,,,,
146,Zubair Khan,QAT 2024,,4,,,131,1,155,171,10,391,,,,,,,,,,,
146,Zubair Khan,QAT 2024,29,2,1,5,251,10,419,292,10,555,16,60,6,Caught,,,,,,,
146,Zubair Khan,QAT 2024,,4,,,,,,233,4,342,,,,,,,,,,,
146,Zubair Khan,QAT 2024,40,1,1,3,393,10,614,348,10,529,69,138,6,LBW,,,,,,,
146,Zubair Khan,QAT 2024,,3,,,195,10,318,214,10,387,9,14,7,Caught,,,,,,,
146,Zubair Khan,QAT 2024,46,2,1,2,182,10,208,410,10,799,23,64,6,LBW,,,,,,,
146,Zubair Khan,QAT 2024,,4,,,,,,182,10,208,25,25,6,LBW,,,,,,,
146,Zubair Khan,QAT 2024,47,1,1,2,332,10,494,217,10,339,71,84,6,Caught,,,,,,,
146,Zubair Khan,QAT 2024,,3,,,141,10,240,131,10,141,10,19,6,Caught,,,,,,,
146,Zubair Khan,QAT 2024,49,1,2,1,258,10,481,245,10,510,47,126,6,Caught,,,,,,,
146,Zubair Khan,QAT 2024,,3,,,159,10,359,176,9,278,28,95,6,LBW,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,4,1,9,8,341,10,464,224,10,362,,,,Did not play,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,,3,,,288,8,426,213,10,389,,,,,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,8,2,9,3,293,10,485,379,10,476,,,,,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,,4,,,99,10,149,149,10,339,,,,,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,14,1,9,1,164,10,276,531,9,684,,,,,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,,3,,,279,10,415,DNP,DNP,DNP,,,,,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,18,2,9,4,325,10,558,187,10,289,2,5,4,yes,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,,4,,,159,4,219,292,10,377,44,65,4,no,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,23,2,9,2,275,10,493,415,10,670,1,11,5,yes,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,,4,,,197,10,295,221,3,246,30,60,5,yes,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,28,2,9,5,270,10,420,391,10,730,12,9,5,yes,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,,4,,,195,4,372,246,9,439,,,,,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,31,2,9,6,199,10,376,353,10,596,,,,Did not play,,,,,,,
146,Zubair Khan,President's Trophy Grade-I 2024,,4,,,277,6,636,335,5,494,,,,,,,,,,,
