Player ID,Match ID,Innings Number,Team standing,Opposition standing,Total Runs Made by Own Team,Total Wickets Lost by Own Team,Total Balls Played by Own Team,Total Runs Made by Opposition Team,Total Wickets Lost by Opposition Team,Total Balls Played by Opposition Team,Runs made,Balls consumed,Batting position,Dismissed,Special Batting Talent,Balls bowled,Wickets taken,Maidens bowled,Batters Dismissed,Special Bowling Talent,Tournament
73,13,2,Triangular 1,5,439,10,802,263,10,453,6,3,11,Yes,No,60,1,1,2,No,QAT 2025
73,13,4,Triangular 1,5,37,0,35,212,10,467,,,,,No,137,3,3,"1,3,6",No,QAT 2025
73,22,1,Triangular 1,6,451,10,601,107,7,204,0,1,11,Yes,No,39,3,0,"4,5,7",No,QAT 2025
73,46,2,Triangular 1,Triangular 2,410,10,799,171,10,277,0,12,10,Yes,No,95,4,0,"3,4,6,8",NO,QAT 2025
73,46,4,Triangular 1,Triangular 2,,,,182,10,204,DNB,DNB,DNB,DNB,No,45,0,0,0,No,QAT 2025
73,48,1,Triangular 1,Triangular 3,465,10,717,639,10,919,8,14,10,Yes,No,101,1,1,8,No,QAT 2025
73,48,3,Triangular 1,Triangular 3,260,6,402,,,,DNB,DNB,DNB,DNB,DNB,,,,,QAT 2025,
73,18,1,5,3,71,10,96,72,3,54,15*,17,11,No,No,20,0,0,0,No,Champions T20 cup 2024-25
73,20,1,5,1,131,10,120,133,4,84,2*,6,9,No,No,6,0,0,0,No,Champions T20 cup 2024-25
