Player ID,Match ID,Innings Number,Team standing,Opposition standing,Total Runs Made by Own Team,Total Wickets Lost by Own Team,Total Balls Played by Own Team,Total Runs Made by Opposition Team,Total Wickets Lost by Opposition Team,Total Balls Played by Opposition Team,Runs made,Balls consumed,Batting position,Dismissed,Special Batting Talent,Balls bowled,Wickets taken,Maidens bowled,Batters Dismissed,Special Bowling Talent,Tournament
78,5,1,0,0,351,10,292,351,10,287,1,11,2,Yes,,DNB,DNB,DNB,,,President Cup
78,10,2,0,0,297,5,282,295,8,300,103,113,2,Yes,,DNB,DNB,DNB,,,President Cup
78,13,2,0,0,182,5,199,178,10,232,22,38,2,Yes,,DNB,DNB,DNB,,,President Cup
78,15,1,0,0,220,10,265,224,8,258,30,54,3,Yes,,DNB,DNB,DNB,,,President Cup
