Player ID,Match ID,Innings Number,Team standing,Opposition standing,Total Runs Made by Own Team,Total Wickets Lost by Own Team,Total Balls Played by Own Team,Total Runs Made by Opposition Team,Total Wickets Lost by Opposition Team,Total Balls Played by Opposition Team,Runs made,Balls consumed,Batting position,Dismissed,Special Batting Talent,Balls bowled,Wickets taken,Maidens bowled,Batters Dismissed,Special Bowling Talent,Tournament
20,9,2,3,1,324,10,297,344,7,300,42,16,9,YES,NA,60,4,0,"1,3,5,7",NA,Champions One Day
20,12,2,3,4,251,10,297,263,9,300,6,4,10,YES,NA,42,0,0,NA,NA,Champions One Day
20,2,1,1,4,216,3,120,181,10,115,DNB,NA,NA,NA,NA,24,0,0,NA,NA,Champions T20
20,4,1,1,3,162,5,120,150,7,120,DNB,NA,NA,NA,NA,24,2,0,NA,NA,Champions T20
20,17,1,1,2,147,9,120,118,10,111,8,5,9,YES,NA,12,0,0,NA,NA,Champions T20
20,20,2,1,5,133,4,84,131,10,120,DNB,NA,NA,NA,NA,24,2,0,"4,6",NA,Champions T20
20,5,1,3,2,351,10,292,351,10,287,1,1,8,YES,NA,60,2,0,"7,9",NA,President's Cup One-Day
20,8,2,3,4,297,5,282,295,8,300,DNB,NA,NA,NA,NA,60,0,0,NA,NA,President's Cup One-Day
20,13,2,3,5,178,10,232,182,5,199,DNB,NA,NA,NA,NA,48,2,0,"4,5",NA,President's Cup One-Day
