Player ID,Match ID,Innings Number,Team Standing,Opposition Standing,Own Team Runs,Wickets Lost (Own),Balls Played (Own),Opposition Runs,Wickets Lost (Opp),Balls Played (Opp),Runs Made,Balls Consumed,Batting Position,Dismissed,Special Batting Talent,Balls Bowled,Wickets Taken,Maidens Bowled,Batters Dismissed,Special Bowling Talent,Tournament
25,27,2,7,15,143,2,87,137,6,120,DNB,NA,NA,NA,NA,DNB,NA,NA,NA,NA,National T20
