Player ID,Matches (National T20),Runs (National T20),SR (National T20),Matches (QAT),Runs (QAT),SR (QAT),Matches (Champions T20),Runs (Champions T20),SR (Champions T20),Matches (Grade-I),Runs (Grade-I),SR (Grade-I),Matches (Cup One-Day),Runs (Cup One-Day),SR (Cup One-Day)
10,2,38,158.33,5,289,69.81,7,44,133.33,9,369,57.3,2,25,62.5
