Player ID,Match ID,Innings Number,Team Standing,Opposition Standing,Total Runs Made by Own Team,Total Wickets Lost by Own Team,Total Balls Played by Own Team,Total Runs Made by Opposition Team,Total Wickets Lost by Opposition Team,Total Balls Played by Opposition Team,Runs made,Balls consumed,Batting position,Dismissed,Special Batting Talent,Balls bowled,Wickets taken,Maidens bowled,Batters Dismissed,Special Bowling Talent,Tournament
1,2,1,3,4,336,5,300,203,10,337,DNB,NA,NA,NA,NA,60,1,1,8,NA,Champions Cup
1,4,2,3,1,105,10,142,231,10,270,6,6,10,YES,NA,54,1,0,3,NA,Champions Cup
1,7,1,3,5,271,7,300,97,10,150,DNB,NA,NA,NA,NA,48,2,2,"1,7",NA,Champions Cup
1,9,2,3,1,324,10,297,344,7,300,9,5,10,NO,NA,60,1,0,2,NA,Champions Cup
1,22,1,1,2,199,5,120,124,10,115,DNB,NA,NA,NA,NA,24,1,0,3,NA,Champions T20
