Player ID,Match ID,Innings Number,Team Standing,Opposition Standing,Total Runs Made by Own Team,Total Wickets Lost by Own Team,Total Balls Played by Own Team,Total Runs Made by Opposition Team,Total Wickets Lost by Opposition Team,Total Balls Played by Opposition Team,Runs made,Balls consumed,Batting position,Dismissed,Special Batting Talent,Balls bowled,Wickets taken,Maidens bowled,Batters Dismissed,Special Bowling Talent,Tournament
3,2,1,3,4,336,5,300,203,10,337,76,79,3,YES,,,,,,,Champions One Day
3,4,2,3,1,105,10,142,231,10,270,19,21,2,YES,,,,,,,Champions One Day
3,7,1,3,5,271,7,300,97,10,150,34,36,1,YES,,,,,,,Champions One Day
3,9,2,3,1,324,10,297,344,7,300,8,11,2,YES,,,,,,,Champions One Day
3,24,1,3,6,406,10,583,499,10,826,67,60,1,YES,,,,,,,President's Trophy
3,24,3,3,6,288,10,608,31,1,54,1,10,1,YES,,,,,,,President's Trophy
3,25,2,3,7,435,10,702,270,10,503,35,43,3,YES,,,,,,,President's Trophy
