Player ID,Player Name,Tournaments Played,Total Matches (Bat),Total Runs,Batting Average,Total Wickets,Best Bowling,Bowling Average,Catches
9,Hussain Talat,"National T20, QAT 2024-25, Champions One Day, Champions T20, President's Cup One-Day",26,776,14.67,18,4-14,14.0,7
