Player ID,Name,National T20 Runs,QAT Runs,Champions One Day Runs,Champions T20 Runs,President's Trophy Runs,President's Cup Runs,National T20 Wickets,QAT Wickets,Champions One Day Wickets,Champions T20 Wickets,President's Trophy Wickets,President's Cup Wickets
8,Maaz Sadaqat,144,646,27,271,44,252,1,3,2,4,0,0
