Player ID,Match ID,Innings Number,Team Standing,Opposition Standing,Total Runs Made by Own Team,Total Wickets Lost by Own Team,Total Balls Played by Own Team,Total Runs Made by Opposition Team,Total Wickets Lost by Opposition Team,Total Balls Played by Opposition Team,Runs made,Balls consumed,Batting position,Dismissed,Special Batting Talent,Balls bowled,Wickets taken,Maidens bowled,Batters Dismissed,Special Bowling Talent,Tournament
74,12,1,6,3,82,10,199,375.0,10.0,533.0,0,2.0,10,yes,No,109.0,3.0,0.0,"3,5,7",No,QAT 2025
74,12,3,6,3,149,10,277,,,,0,3.0,10,yes,No,,,,,No,QAT 2025
74,3,1,5,4,160,8,120,161.0,2.0,96.0,,,DNB,DNB,No,18.0,2.0,0.0,"2,3",No,Champions T20 cup 2024-25
74,5,1,5,2,128,9,120,132.0,8.0,113.0,3,4.0,11,yes,No,24.0,1.0,0.0,0,No,Champions T20 cup 2024-25
74,8,2,5,3,159,10,118,194.0,5.0,120.0,2*,3.0,10,No,No,27.0,1.0,0.0,6,No,Champions T20 cup 2024-25
74,9,2,5,1,185,9,120,190.0,4.0,120.0,6,3.0,10,yes,No,26.0,0.0,0.0,0,No,Champions T20 cup 2024-25
74,13,1,5,4,106,9,120,109.0,4.0,90.0,3*,4.0,10,No,No,6.0,0.0,0.0,0,No,Champions T20 cup 2024-25
