Player ID,Tournament,Matches,Balls Bowled,Maidens,Runs Given,Wickets,Best Bowling,Bowling Average,4W,5W,Strike Rate,Economy
11,National T20,5,100,0,129,7,3-27,18.43,0,0,14.29,7.74
